transaction_id,sender_account,receiver_account,transaction_type,amount,timestamp,channel,description,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count
27,ACC000001,ACC769191,deposit,2638.33,2026-08-31T12:52:42.492525+00:00,online,Cash deposit via online,12052.506923076922,86183.28,26,0.21890300639018032,0.030613014496547356,3,6043.95,0.43652412743321833,1.0,0,0,0,0
28,ACC000001,ACC293862,deposit,3626.64,2026-08-08T14:30:31.492572+00:00,atm,Funds transfer in via atm,11703.833703703704,86183.28,27,0.3098676973556401,0.04208055205139558,21,195483.19,0.01855218343838158,1.0,0,0,1,0
29,ACC000001,ACC133326,deposit,1007.02,2026-08-25T15:29:16.492634+00:00,online,Funds transfer in via online,11415.362500000001,86183.28,28,0.08821620863989206,0.011684633028587448,9,75800.27,0.013285176952535921,1.0,0,0,0,0
30,ACC000001,ACC597889,withdraw,1833.02,2026-08-26T16:03:53.492685+00:00,card,Cash withdrawal via card,11056.454137931034,86183.28,29,0.16578732902364376,0.021268858646363888,9,75800.27,0.02418223576248475,1.0,2,57396.39000000001,0,0
31,ACC000001,ACC893969,withdraw,3688.4,2026-08-05T08:32:36.492748+00:00,card,Cash withdrawal via card,10749.006333333333,86183.28,30,0.34313869446351,0.042797164368773156,30,322470.19,0.011437956482116998,0.0,3,51591.36,1,0
32,ACC000001,ACC862422,withdraw,1519.24,2026-09-01T14:05:43.492818+00:00,card,Cash withdrawal via card,10521.244838709677,86183.28,31,0.14439736203176498,0.017628013229480242,3,6043.95,0.25136541500177867,0.0,2,5058.59,0,0
33,ACC000001,ACC647945,transfer,2833.98,2026-08-16T13:54:17.492871+00:00,card,Transfer via card,10239.9321875,86183.28,32,0.27675769215146473,0.0328831764119444,19,97615.33,0.029032120262257988,1.0,0,0,1,0
34,ACC000001,ACC198246,withdraw,93243.54,2026-08-15T17:48:06.492934+00:00,mobile,Funds transfer out via mobile,10015.509393939394,86183.28,33,9.309914886248693,1.081921458547412,20,100449.31,0.9282646142616608,1.0,0,0,1,0
35,ACC000001,ACC827356,transfer,34787.27,2026-08-14T15:02:11.492996+00:00,card,Payment via card,12463.392647058823,93243.54,34,2.7911557458802583,0.37307967930003516,21,193692.85,0.17960017625844216,1.0,0,0,1,0
36,ACC000001,ACC198246,transfer,2918.86,2026-08-10T15:58:17.493057+00:00,mobile,Payment via mobile,13101.217714285714,93243.54,35,0.22279303066746556,0.0313036163148675,26,327549.52999999997,0.008911201918073278,0.0,0,0,1,0
37,ACC000001,ACC193624,deposit,2947.39,2026-08-29T12:47:28.493122+00:00,mobile,Cash deposit via mobile,12818.374444444444,93243.54,36,0.22993477158700223,0.03160958925411884,7,17633.41,0.16714804453591223,1.0,1,4329.99,0,0
38,ACC000001,ACC631413,transfer,2077.44,2026-08-17T13:52:03.493178+00:00,online,Wire transfer via online,12551.59108108108,93243.54,37,0.16551208421148375,0.022279720396715958,21,103396.7,0.020091937170141794,0.0,0,0,1,0
39,ACC000001,ACC586768,deposit,3697.96,2026-08-07T08:15:02.493245+00:00,mobile,Credit received via mobile,12275.955526315789,93243.54,38,0.30123602126716215,0.039659154939848916,33,408460.72,0.009053404204937993,0.0,3,69340.86,1,0
40,ACC000001,ACC978343,deposit,1621.47,2026-08-22T15:38:28.493319+00:00,mobile,Credit received via mobile,12056.006923076924,93243.54,39,0.13449478009972557,0.01738962291650446,18,94966.89,0.017074056020998478,0.0,2,5167.360000000001,0,1
41,ACC000001,ACC810614,transfer,2215.75,2026-09-01T10:54:36.493386+00:00,online,Wire transfer via online,11795.1435,93243.54,40,0.18785273786622433,0.02376304031357025,5,10201.52,0.21719802539229446,1.0,3,6577.83,0,0
42,ACC000001,ACC131244,transfer,1878.22,2026-08-03T08:30:58.493456+00:00,card,Payment via card,11561.49975609756,93243.54,41,0.1624547022119187,0.02014316487769555,41,474021.49,0.003962309810046798,1.0,0,0,1,0
43,ACC000001,ACC207282,deposit,1100.93,2026-08-06T13:29:16.493543+00:00,card,Funds transfer in via card,11330.945476190476,93243.54,42,0.09716135359695849,0.011807037785137716,39,467587.26,0.0023544910098705425,1.0,0,0,1,0
44,ACC000001,ACC198246,deposit,3051.59,2026-08-18T09:21:17.493627+00:00,card,Credit received via card,11093.038139534883,93243.54,43,0.2750905533376224,0.03272709294391869,23,106477.38,0.028659514349432716,0.0,0,0,0,0
45,ACC000001,ACC538897,withdraw,1272.72,2026-08-21T13:43:08.493696+00:00,mobile,Funds transfer out via mobile,10910.277954545454,93243.54,44,0.11665330666206884,0.01364941742881062,21,99998.03,0.012727450730779397,0.0,0,0,0,0
46,ACC000001,ACC198246,withdraw,74203.24,2026-08-07T11:21:46.493769+00:00,mobile,Cash withdrawal via mobile,10696.11,93243.54,45,6.937404346066,0.7958003310470625,39,421421.14,0.17607858969770715,0.0,4,73038.82,1,0
47,ACC000001,ACC133326,transfer,1595.65,2026-08-29T12:46:51.493853+00:00,card,Transfer via card,12076.699782608694,93243.54,46,0.13212632827867837,0.017112713652870752,9,22796.55,0.06999524050788387,1.0,2,7277.379999999999,0,0
48,ACC000001,ACC765213,transfer,2538.25,2026-08-22T12:37:18.493920+00:00,mobile,Wire transfer via mobile,11853.698723404255,93243.54,47,0.21413147568770347,0.027221724958104338,22,101672.48000000001,0.024964965937685397,0.0,3,6788.83,2,0
49,ACC000001,ACC310026,deposit,2658.33,2026-08-17T09:55:43.493993+00:00,online,Credit received via online,11659.626875,93243.54,48,0.22799443142557682,0.028509535352261403,28,117769.57,0.022572299448830456,1.0,1,2077.44,1,0
50,ACC000001,ACC574012,withdraw,2992.29,2026-08-28T09:31:21.494070+00:00,card,Cash withdrawal via card,11475.92693877551,93243.54,49,0.2607449503612193,0.032091123953466374,11,26681.91,0.11214676910311143,0.0,1,3101.9,0,0
51,ACC000002,ACC139557,deposit,1762.89,2026-08-09T09:08:39.494164+00:00,mobile,Credit received via mobile,302.56027832237584,605.1205566447517,0,5.826574492113777,2.9132872460568886,0,0,1.0,1.0,0,0,0,0
52,ACC000002,ACC869238,transfer,1848.78,2026-08-05T13:48:53.494193+00:00,card,Wire transfer via card,1762.89,1762.89,1,1.0487211340469342,1.0487211340469342,1,1762.89,1.0487211340469342,1.0,0,0,1,0
53,ACC000002,ACC963862,transfer,1198.82,2026-08-29T09:24:32.494221+00:00,online,Payment via online,1805.835,1848.78,2,0.6638591011914156,0.6484384296671318,0,0,1198.82,1.0,0,0,0,0
54,ACC000002,ACC832052,transfer,71810.21,2026-08-17T13:27:56.494251+00:00,mobile,Transfer via mobile,1603.4966666666667,1848.78,3,44.783510619500305,38.84194441739959,1,1198.82,59.900744064997255,1.0,0,0,1,0
55,ACC000002,ACC629146,transfer,2347.11,2026-09-02T11:14:46.494277+00:00,card,Payment via card,19155.175000000003,71810.21,4,0.1225313785961235,0.032684906505634784,0,0,2347.11,1.0,0,0,0,0
56,ACC000002,ACC976735,withdraw,1919.62,2026-08-21T12:49:34.494306+00:00,card,Cash withdrawal via card,15793.562000000002,71810.21,5,0.12154446223087607,0.02673185331166696,2,3545.9300000000003,0.5413586844635963,1.0,0,0,1,0
57,ACC000002,ACC793805,withdraw,1622.7,2026-08-16T12:30:44.494340+00:00,online,Debit via online,13481.238333333335,71810.21,6,0.12036728079999574,0.02259706523626654,4,77275.76000000001,0.020998822916785287,1.0,0,0,1,0
58,ACC000002,ACC922880,deposit,1246.36,2026-08-29T14:53:57.494375+00:00,online,Cash deposit via online,11787.16142857143,71810.21,7,0.10573877413597577,0.01735630629683439,2,3545.9300000000003,0.35149030014692895,0.0,1,1198.82,0,0
59,ACC000002,ACC317782,transfer,722.28,2026-08-27T13:45:26.494411+00:00,card,Payment via card,10469.56125,71810.21,8,0.06898856434886418,0.010058179749091388,3,4792.29,0.15071708932472783,1.0,0,0,1,0
60,ACC000002,ACC178693,withdraw,2936.87,2026-08-12T09:58:07.494446+00:00,online,Cash withdrawal via online,9386.53,71810.21,9,0.31288133101369725,0.040897666223229254,7,80867.1,0.036317241498705896,1.0,0,0,1,0
61,ACC000002,ACC267414,transfer,989.79,2026-08-24T12:29:03.494484+00:00,online,Payment via online,8741.564,71810.21,10,0.11322802189631054,0.013783416035129266,4,5514.57,0.17948634254348028,1.0,0,0,0,0
62,ACC000002,ACC267414,withdraw,956.94,2026-08-06T08:00:54.494523+00:00,atm,Cash withdrawal via atm,8036.857272727273,71810.21,11,0.11906893049442778,0.013325960194239789,11,88405.43000000001,0.010824448226766162,1.0,0,0,1,0
63,ACC000002,ACC780364,deposit,1755.61,2026-08-30T14:25:29.494564+00:00,mobile,Cash deposit via mobile,7446.864166666667,71810.21,12,0.23575158089473228,0.024447916250349356,2,3593.4700000000003,0.4885556300734387,0.0,0,0,0,0
64,ACC000002,ACC290065,withdraw,3715.25,2026-09-01T10:06:26.494602+00:00,card,Funds transfer out via card,7009.075384615386,71810.21,13,0.5300627823399947,0.051737071928908154,1,2347.11,1.5829040820413187,0.0,0,0,0,0
65,ACC000002,ACC429502,deposit,2483.91,2026-08-05T10:30:58.494637+00:00,online,Credit received via online,6773.802142857144,71810.21,14,0.36669361572942305,0.03458992808961288,14,94833.23000000001,0.026192401123530218,0.0,1,1848.78,1,0
66,ACC000002,ACC795951,withdraw,1769.82,2026-08-06T13:33:33.494683+00:00,branch,Funds transfer out via branch,6487.809333333334,71810.21,15,0.27279161718069395,0.024645798974825443,14,94833.23000000001,0.018662445642735143,0.0,1,956.94,0,0
67,ACC000002,ACC832052,transfer,2059.74,2026-08-05T17:03:00.494729+00:00,card,Transfer via card,6192.935,71810.21,16,0.33259512654339174,0.028683107875607097,16,99086.96,0.020787195408961984,1.0,2,4332.69,1,0
68,ACC000002,ACC565765,deposit,2279.66,2026-08-25T08:32:14.494777+00:00,online,Funds transfer in via online,5949.805882352942,71810.21,17,0.3831486346069619,0.03174562503020113,7,11975.22,0.19036476991654433,0.0,0,0,0,0
69,ACC000002,ACC684194,transfer,2962.1,2026-08-23T09:31:47.494821+00:00,mobile,Transfer via mobile,5745.908888888889,71810.21,18,0.5155146134892497,0.041249009019748026,8,14254.88,0.2077955058197614,1.0,0,0,1,0
70,ACC000002,ACC904694,transfer,2273.87,2026-08-27T15:21:23.494865+00:00,mobile,Wire transfer via mobile,5599.392631578948,71810.21,19,0.4060922585024729,0.03166499582719504,6,10985.43,0.20698962170802598,1.0,1,722.28,0,0
71,ACC000002,ACC492052,withdraw,1567.39,2026-08-30T11:00:21.494910+00:00,mobile,Cash withdrawal via mobile,5433.1165,71810.21,20,0.28848820009657444,0.021826840500814577,4,9064.33,0.17291846170649128,0.0,1,1755.61,0,0
72,ACC000002,ACC964607,withdraw,1470.77,2026-08-10T14:06:16.494952+00:00,mobile,Debit via mobile,5249.034285714286,71810.21,21,0.280198207888036,0.02048134937914817,15,99347.64,0.014804277182628596,1.0,0,0,1,0
73,ACC000002,ACC623059,deposit,1792.84,2026-09-01T17:07:49.495010+00:00,card,Cash deposit via card,5077.295,71810.21,22,0.35310928358505855,0.02496636620335743,2,6062.360000000001,0.29573301486549786,1.0,1,3715.25,0,0
74,ACC000002,ACC895667,withdraw,3526.52,2026-08-04T16:49:58.495055+00:00,card,Debit via card,4934.492608695652,71810.21,23,0.7146671967418702,0.049108894125222576,23,113493.33,0.031072486814863923,1.0,0,0,1,0
75,ACC000002,ACC832052,deposit,3548.6,2026-08-20T17:58:44.495111+00:00,mobile,Cash deposit via mobile,4875.827083333334,71810.21,24,0.7277944724762507,0.049416371293162904,13,24770.7,0.14325796202771823,1.0,0,0,0,0
76,ACC000002,ACC310647,deposit,2023.22,2026-08-17T12:53:44.495160+00:00,card,Credit received via card,4822.738,71810.21,25,0.4195168802452051,0.028174545096024645,15,100129.51000000001,0.020206031169032985,1.0,1,71810.21,2,0
77,ACC000002,ACC689593,deposit,3094.15,2026-08-29T10:32:34.495214+00:00,online,Credit received via online,4715.064230769231,71810.21,26,0.6562264793358309,0.04308788402094911,7,13623.38,0.2271205824105325,1.0,2,2445.18,0,0
78,ACC000002,ACC802812,transfer,2233.37,2026-08-24T14:51:00.495266+00:00,mobile,Transfer via mobile,4655.03037037037,71810.21,27,0.47977560237105504,0.031101009174043633,12,22983.13,0.09717431872856307,1.0,1,989.79,1,0
79,ACC000002,ACC808340,withdraw,1236.12,2026-08-07T08:44:50.495320+00:00,atm,Cash withdrawal via atm,4568.5425000000005,71810.21,28,0.27057206975747733,0.017213708189963515,23,117043.3,0.010561219651188917,1.0,0,0,1,0
80,ACC000002,ACC678944,deposit,1915.89,2026-08-24T08:59:24.495381+00:00,card,Funds transfer in via card,4453.631379310345,71810.21,29,0.4301860295174855,0.026679910837191536,14,28178.6,0.06799095767710249,0.0,2,3223.16,0,0
81,ACC000002,ACC673167,withdraw,4147.69,2026-08-06T15:53:14.495436+00:00,mobile,Cash withdrawal via mobile,4369.04,71810.21,30,0.9493366963909691,0.05775905682492781,27,123211.99,0.033663038800038854,0.0,2,2726.76,1,0
82,ACC000002,ACC392670,transfer,2438.03,2026-08-12T09:11:11.495509+00:00,mobile,Transfer via mobile,4361.899677419356,71810.21,31,0.558937660263296,0.033951021727968766,21,113955.71,0.02139454003665108,0.0,1,2936.87,0,0
83,ACC000002,ACC895667,transfer,4251.28,2026-09-02T13:29:45.495575+00:00,online,Wire transfer via online,4301.77875,71810.21,32,0.9882609606549382,0.059201609353321756,2,4139.95,1.0268916291259556,1.0,1,2347.11,0,0
84,ACC000002,ACC924451,withdraw,73691.34,2026-08-16T13:04:50.495624+00:00,online,Funds transfer out via online,4300.2484848484855,71810.21,33,17.1365306585525,1.0261958571072274,21,115270.12000000001,0.6392926458305066,1.0,1,1622.7,1,0
85,ACC000002,ACC688602,deposit,344.42,2026-08-05T11:42:21.495684+00:00,card,Credit received via card,6341.162941176471,73691.34,34,0.054314958185903366,0.004673819203179099,34,215599.54,0.0015974987701736284,0.0,3,6392.429999999999,1,0
86,ACC000002,ACC436526,withdraw,2751.74,2026-08-19T11:57:41.495755+00:00,online,Cash withdrawal via online,6169.827428571429,73691.34,35,0.44599950839097324,0.03734142980708452,18,39813.99,0.06911490157103069,1.0,0,0,0,0
87,ACC000002,ACC145981,withdraw,2718.02,2026-08-24T08:58:33.495819+00:00,card,Debit via card,6074.8805555555555,73691.34,36,0.44741949658818164,0.036883845510205134,16,34345.77,0.079136965046933,0.0,3,5139.05,0,0
88,ACC000002,ACC802897,transfer,1863.44,2026-08-03T09:10:49.495882+00:00,card,Transfer via card,5984.1545945945945,73691.34,37,0.31139569851407584,0.025287096149968234,37,221413.72,0.008416099959839888,1.0,0,0,1,0
89,ACC000002,ACC447828,withdraw,2977.78,2026-08-16T14:41:52.495957+00:00,online,Cash withdrawal via online,5875.714736842106,73691.34,38,0.5067945149427734,0.04040881872958207,24,194431.22,0.01531533876092533,0.0,2,75314.04,0,0
90,ACC000002,ACC431773,deposit,91988.79,2026-08-31T17:52:14.496027+00:00,card,Cash deposit via card,5801.408717948718,73691.34,39,15.85628499426355,1.24829851105978,4,12106.48,7.598310161169886,0.0,0,0,0,0
91,ACC000002,ACC819195,deposit,86342.61,2026-08-31T17:02:44.496080+00:00,online,Cash deposit via online,7956.09325,91988.79,40,10.852387885222436,0.9386209993630746,5,104095.26999999999,0.8294575728560962,1.0,1,91988.79,1,0
92,ACC000002,ACC883028,transfer,392.81,2026-08-21T14:52:42.496135+00:00,card,Wire transfer via card,9867.95951219512,91988.79,41,0.03980660839908733,0.004270194226926999,21,220863.41,0.0017785200364333776,1.0,1,1919.62,1,0
93,ACC000002,ACC700538,transfer,2578.46,2026-08-24T13:00:35.496200+00:00,online,Wire transfer via online,9642.360714285714,91988.79,42,0.26740961849517436,0.028030154543830833,18,212433.09,0.012137751232635179,0.0,4,7857.07,0,0
94,ACC000002,ACC975297,withdraw,3128.46,2026-08-10T13:13:26.496286+00:00,branch,Cash withdrawal via branch,9478.083953488373,91988.79,43,0.3300730416983258,0.0340091439402562,32,385557.33999999997,0.008114123829155996,0.0,1,1470.77,1,0
95,ACC000002,ACC804313,withdraw,93913.29,2026-08-06T08:54:48.496366+00:00,card,Cash withdrawal via card,9333.774318181819,91988.79,44,10.061662817051475,1.0209210274425828,42,405296.11,0.23171525135042623,1.0,3,6874.45,1,0
96,ACC000002,ACC609462,transfer,3203.94,2026-08-29T11:06:18.496446+00:00,mobile,Wire transfer via mobile,11213.31911111111,93913.29,45,0.2857262839176015,0.034115938223439946,11,199300.21,0.016075948941549033,1.0,3,5539.33,0,0
97,ACC000002,ACC332286,deposit,1332.36,2026-08-15T17:23:51.496512+00:00,atm,Credit received via atm,11039.202173913043,93913.29,46,0.12069350474878757,0.014187129425451925,30,381915.61,0.003488624096825998,1.0,0,0,1,0
98,ACC000002,ACC284308,deposit,1430.04,2026-08-29T13:56:30.496589+00:00,mobile,Cash deposit via mobile,10832.673617021275,93913.29,47,0.13201173141162417,0.015227237806278536,12,202504.15,0.007061781203002507,1.0,4,8743.27,0,0
99,ACC000002,ACC895667,withdraw,2090.78,2026-08-05T16:12:16.496656+00:00,branch,Debit via branch,10636.785416666668,93913.29,48,0.19656126527888576,0.022262876745133733,47,508702.26,0.004110026953684067,1.0,4,6736.849999999999,1,0
100,ACC000002,ACC334153,withdraw,2624.07,2026-08-04T08:35:16.496745+00:00,online,Debit via online,10462.377142857142,93913.29,49,0.250810113626185,0.027941412764902605,49,512656.48,0.005118573747473162,1.0,1,3526.52,3,0
101,ACC000003,ACC893988,withdraw,296.97,2026-08-17T09:25:23.496858+00:00,card,Funds transfer out via card,119.9657749153017,239.9315498306034,0,2.475456022433623,1.2377280112168114,0,0,1.0,1.0,0,0,0,0
102,ACC000003,ACC898461,withdraw,48548.1,2026-08-03T17:42:55.496886+00:00,mobile,Cash withdrawal via mobile,296.97,296.97,1,163.47812910394987,163.47812910394987,1,296.97,163.47812910394987,1.0,0,0,1,0
103,ACC000003,ACC946335,deposit,271.14,2026-09-01T11:33:58.496913+00:00,mobile,Funds transfer in via mobile,24422.535,48548.1,2,0.01110204161852977,0.005584976549030755,0,0,271.14,1.0,0,0,0,0
104,ACC000003,ACC483041,withdraw,262.34,2026-08-13T12:53:47.496941+00:00,mobile,Cash withdrawal via mobile,16372.07,48548.1,3,0.016023630487775827,0.0054037130186351265,2,568.11,0.4617767685835489,1.0,0,0,1,0
105,ACC000003,ACC946335,deposit,250.54,2026-08-04T11:33:25.496971+00:00,mobile,Cash deposit via mobile,12344.637499999999,48548.1,4,0.020295452175084123,0.005160655102877353,4,49378.549999999996,0.005073863043771031,1.0,0,0,1,0
106,ACC000003,ACC852146,transfer,281.36,2026-08-31T16:41:17.497003+00:00,online,Wire transfer via online,9925.818,48548.1,5,0.028346278362146076,0.0057954894218311325,1,271.14,1.03769270487571,0.0,0,0,1,0
107,ACC000003,ACC973846,transfer,210.06,2026-08-10T09:30:43.497033+00:00,card,Transfer via card,8318.408333333333,48548.1,6,0.025252427096930603,0.004326842863057463,4,1111.81,0.18893515978449557,0.0,0,0,1,0
108,ACC000003,ACC288783,withdraw,6763.59,2026-08-28T10:40:32.497070+00:00,online,Funds transfer out via online,7160.072857142857,48548.1,7,0.9446258627456106,0.139317295630519,2,552.5,12.241791855203621,0.0,0,0,0,0
109,ACC000003,ACC530720,deposit,235.15,2026-08-12T12:05:13.497100+00:00,online,Credit received via online,7110.5125,48548.1,8,0.03307075263562226,0.0048436499059695435,5,7875.400000000001,0.02985880082281535,0.0,0,0,1,0
110,ACC000003,ACC504186,deposit,213.19,2026-08-25T10:46:43.497138+00:00,online,Cash deposit via online,6346.583333333333,48548.1,9,0.033591302406806814,0.004391315005118635,3,7316.09,0.029139882095490895,0.0,0,0,0,0
111,ACC000003,ACC865179,transfer,162.06,2026-08-12T14:52:09.497175+00:00,mobile,Wire transfer via mobile,5733.244000000001,48548.1,10,0.028266719504699257,0.0033381326972631267,7,8323.74,0.019469613418967916,0.0,1,235.15,1,0
112,ACC000003,ACC145548,withdraw,5054.01,2026-08-29T17:34:52.497214+00:00,card,Funds transfer out via card,5226.772727272727,48548.1,11,0.9669465774987174,0.1041031471880465,2,552.5,9.147529411764706,0.0,0,0,0,0
113,ACC000003,ACC600318,withdraw,353.59,2026-08-08T14:22:37.497245+00:00,mobile,Cash withdrawal via mobile,5212.3758333333335,48548.1,12,0.06783662792287137,0.007283292240067067,10,13749.87,0.025715879495587957,1.0,0,0,1,0
114,ACC000003,ACC645009,transfer,331.65,2026-08-20T12:12:00.497286+00:00,card,Transfer via card,4838.623076923077,48548.1,13,0.06854222673010917,0.0068313693017852395,5,12583.29,0.026356382154428606,1.0,0,0,0,0
115,ACC000003,ACC813666,withdraw,225.94,2026-08-29T14:41:37.497324+00:00,mobile,Cash withdrawal via mobile,4516.696428571428,48548.1,14,0.05002328661513828,0.004653941142907756,3,5606.51,0.04029958030931899,1.0,1,5054.01,0,0
116,ACC000003,ACC839764,deposit,29971.01,2026-08-18T10:23:35.497364+00:00,card,Cash deposit via card,4230.646,48548.1,15,7.084263254358791,0.6173467138775771,7,13140.880000000001,2.2807460383170683,0.0,0,0,1,0
117,ACC000003,ACC841122,deposit,252.32,2026-08-08T10:06:13.497404+00:00,card,Funds transfer in via card,5839.41875,48548.1,16,0.04320978008299199,0.005197319771525559,14,44632.06,0.005653335293060639,0.0,1,353.59,1,0
