amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count,hour,is_deposit,is_withdraw,is_transfer,is_self_transfer,is_off_hours,channel_encoded,amount_std_dev,amount_z_score,tx_frequency_7d,tx_frequency_30d,day_of_week,is_weekend,time_since_last_tx,unique_recipients_24h,unique_recipients_7d,recipient_concentration,new_recipient_ratio_7d,amount_change_vs_avg_7d,frequency_change_vs_avg_7d
44928.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,1,0,0,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942.03,4539.92,4539.92,1.0,0.6480356482052547,0.6480356482052547,1.0,4539.92,0.6480356482052547,1.0,1.0,4539.92,0.0,0.0,6,0,0,1,0,0,1,0.0,0.0,1.0,1.0,6,1,0.7133332322222222,1.0,1.0,1.0,0.0,-1597.8899999999999,0.10952380952380952
22169.67,23075.065,36681.35,2.0,0.9607630574388414,0.6043853347818442,2.0,46150.13,0.4803815287194207,1.0,2.0,46150.13,0.0,0.0,7,0,0,1,0,0,7,19242.192780513607,-0.04705258960490644,2.0,2.0,6,1,2.217222505,2.0,2.0,0.5,0.0,-905.3950000000004,0.21904761904761905
87554.22,57084.98,57084.98,1.0,1.533752311028225,1.533752311028225,1.0,57084.98,1.533752311028225,1.0,1.0,57084.98,0.0,0.0,7,1,0,0,0,0,7,0.0,0.0,1.0,1.0,6,1,2.6172223341666667,1.0,1.0,1.0,0.0,30469.239999999998,0.10952380952380952
79875.38,22773.266666666666,36681.35,3.0,3.5074186399843095,2.177547445772852,3.0,68319.8,1.1691395466614365,1.0,3.0,68319.8,0.0,0.0,7,0,1,0,0,0,6,13616.322491893077,4.193651653545291,3.0,3.0,6,1,0.6744447566666666,3.0,3.0,0.3333333333333333,0.0,57102.11333333334,0.3285714285714285
105113.83,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8078.03,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,7,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66531.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730.31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017.06,66531.65,66531.65,1.0,0.060378180910889784,0.060378180910889784,1.0,66531.65,0.060378180910889784,1.0,1.0,66531.65,0.0,1.0,8,0,1,0,0,0,0,0.0,0.0,1.0,1.0,6,1,0.13111092916666667,1.0,1.0,1.0,0.0,-62514.59,0.10952380952380952
4782.85,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,2,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439.45,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365.96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6677.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365.54,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186067.77,9490.21,9490.21,1.0,19.60628584615093,19.60628584615093,1.0,9490.21,19.60628584615093,1.0,1.0,9490.21,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,1.0,1.0,6,1,6.750000075277778,1.0,1.0,1.0,0.0,176577.56,0.10952380952380952
11397.43,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402.85,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109.07,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3514.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8887.28,8078.03,8078.03,1.0,1.1001791278319095,1.1001791278319095,1.0,8078.03,1.1001791278319095,1.0,1.0,8078.03,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,1.0,1.0,6,1,0.8399995338888888,1.0,1.0,1.0,0.0,809.2500000000009,0.10952380952380952
187.36,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626.91,2439.45,2439.45,1.0,0.666916723031831,0.666916723031831,1.0,2439.45,0.666916723031831,1.0,1.0,2439.45,0.0,0.0,8,0,0,1,0,0,4,0.0,0.0,1.0,1.0,6,1,0.6711112794444445,1.0,1.0,1.0,0.0,-812.5399999999997,0.10952380952380952
11526.39,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,7,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12707.25,11397.43,11397.43,1.0,1.114922399172445,1.114922399172445,1.0,11397.43,1.114922399172445,1.0,1.0,11397.43,0.0,0.0,9,1,0,0,0,0,2,0.0,0.0,1.0,1.0,6,1,0.40305567249999996,1.0,1.0,1.0,0.0,1309.8199999999997,0.10952380952380952
25333.94,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,7,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269.01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15604.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87453.15,87695.4,87695.4,1.0,0.9972375974110387,0.9972375974110387,1.0,87695.4,0.9972375974110387,1.0,1.0,87695.4,0.0,0.0,9,0,0,1,0,0,7,0.0,0.0,1.0,1.0,6,1,3.3541665816666666,1.0,1.0,1.0,0.0,-242.25,0.10952380952380952
207.39,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47044.11,298110.13,298110.13,1.0,0.15780782088820666,0.15780782088820666,1.0,298110.13,0.15780782088820666,1.0,1.0,298110.13,0.0,0.0,9,1,0,0,0,0,5,0.0,0.0,1.0,1.0,6,1,2.5497225813888886,1.0,1.0,1.0,0.0,-251066.02000000002,0.10952380952380952
3824.07,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9412.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,2,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8213.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8760.23,105113.83,105113.83,1.0,0.08334041295993115,0.08334041295993115,1.0,105113.83,0.08334041295993115,1.0,1.0,105113.83,0.0,0.0,9,1,0,0,0,0,2,0.0,0.0,1.0,1.0,6,1,1.6508334394444444,1.0,1.0,1.0,0.0,-96353.6,0.10952380952380952
1780.74,72319.6,87554.22,2.0,0.024623200349559452,0.020338711258006754,2.0,144639.2,0.012311600174779726,1.0,2.0,144639.2,0.0,0.0,9,1,0,0,0,0,7,21545.0062216004,-3.274023654227576,2.0,2.0,6,1,2.206666613611111,2.0,2.0,0.5,0.0,-70538.86,0.21904761904761905
625758.55,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996.29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8936.41,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389.04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668.47,2599.33,2599.33,1.0,1.0265991620917698,1.0265991620917698,1.0,2599.33,1.0265991620917698,1.0,1.0,2599.33,0.0,1.0,9,1,0,0,0,0,0,0.0,0.0,1.0,1.0,6,1,0.13361105027777778,1.0,1.0,1.0,0.0,69.13999999999987,0.10952380952380952
193.89,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814.95,524.54,524.54,1.0,3.460079307583788,3.460079307583788,1.0,524.54,3.460079307583788,1.0,1.0,524.54,0.0,0.0,9,0,0,1,0,0,1,0.0,0.0,1.0,1.0,6,1,8.5522222825,1.0,1.0,1.0,0.0,1290.41,0.10952380952380952
25944.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5258.13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,2,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33877.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.87,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,1,0,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13455.73,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10351.02,15604.48,15604.48,1.0,0.6633364264621443,0.6633364264621443,1.0,15604.48,0.6633364264621443,1.0,1.0,15604.48,0.0,0.0,10,1,0,0,0,0,2,0.0,0.0,1.0,1.0,6,1,1.0336118038888888,1.0,1.0,1.0,0.0,-5253.459999999999,0.10952380952380952
414.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,4,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675.94,1365.54,1365.54,1.0,1.2273093428240842,1.2273093428240842,1.0,1365.54,1.2273093428240842,1.0,1.0,1365.54,0.0,0.0,10,0,0,1,0,0,6,0.0,0.0,1.0,1.0,6,1,1.6972220561111113,1.0,1.0,1.0,0.0,310.4000000000001,0.10952380952380952
15003.11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8067.07,2459.08,2459.08,1.0,3.2805236104559428,3.2805236104559428,1.0,2459.08,3.2805236104559428,1.0,1.0,2459.08,0.0,0.0,10,0,0,1,0,0,6,0.0,0.0,1.0,1.0,6,1,0.5477778391666667,1.0,1.0,1.0,0.0,5607.99,0.10952380952380952
2498.04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,3,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.77,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938.55,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,1,0,0,0,2,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9499.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,1,0,0,0,2,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4572.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,5,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8732.44,193.89,193.89,1.0,45.03811439475992,45.03811439475992,1.0,193.89,45.03811439475992,1.0,1.0,193.89,0.0,0.0,10,1,0,0,0,0,4,0.0,0.0,1.0,1.0,6,1,0.6586106444444445,1.0,1.0,1.0,0.0,8538.550000000001,0.10952380952380952
