transaction_id,customer_id,sender_account,receiver_account,amount,transaction_type,channel,timestamp,description,destination_country,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max
35,CUST00001,CUST00001,ACC28711,100.0,transfer,mobile,2024-02-13T13:00:00+00:00,Transaction 35,NG,1502.222272727273,6844.42,22,0.06656804509924537,0.014610441790538862
36,CUST00001,CUST00001,ACC60336,2722.12,deposit,mobile,2024-02-15T20:00:00+00:00,Transaction 36,ZW,1441.256086956522,6844.42,23,1.8887136190683906,0.3977137580686165
44,CUST00001,CUST00001,ACC96672,5530.92,transfer,mobile,2024-02-16T02:00:00+00:00,Transaction 44,ZW,1494.6254166666665,6844.42,24,3.7005392376741,0.808091847081272
12,CUST00001,CUST00001,ACC10206,3081.47,withdraw,online,2024-02-16T13:00:00+00:00,Transaction 12,SG,1656.0771999999997,6844.42,25,1.8607043198227717,0.45021638064291786
39,CUST00001,CUST00001,ACC39592,100.0,withdraw,branch,2024-02-17T06:00:00+00:00,Transaction 39,ZW,1710.8999999999999,6844.42,26,0.0584487696533988,0.014610441790538862
47,CUST00001,CUST00001,ACC39375,100.0,transfer,mobile,2024-02-17T07:00:00+00:00,Transaction 47,ZW,1651.2370370370368,6844.42,27,0.060560657105559475,0.014610441790538862
33,CUST00001,CUST00001,ACC49790,100.0,transfer,mobile,2024-02-20T21:00:00+00:00,Transaction 33,ZW,1595.8357142857142,6844.42,28,0.06266309188647239,0.014610441790538862
19,CUST00001,CUST00001,ACC75318,4304.2,deposit,online,2024-02-21T16:00:00+00:00,Transaction 19,ZW,1544.255172413793,6844.42,29,2.787233662473149,0.6288626355483736
2,CUST00001,CUST00001,ACC20627,313.3,withdraw,online,2024-02-24T19:00:00+00:00,Transaction 2,ZW,1636.253333333333,6844.42,30,0.1914740178782422,0.045774514129758255
24,CUST00001,CUST00001,ACC21411,3961.76,withdraw,online,2024-02-28T05:00:00+00:00,Transaction 24,ZW,1593.5774193548384,6844.42,31,2.4860794034116793,0.5788306386808525
7,CUST00001,CUST00001,ACC96807,1332.73,transfer,branch,2024-03-02T07:00:00+00:00,Transaction 7,ZW,1667.583125,6844.42,32,0.7991985407024312,0.1947177408750486
17,CUST00001,CUST00001,ACC15530,818.17,withdraw,mobile,2024-03-02T19:00:00+00:00,Transaction 17,ZW,1657.436060606061,6844.42,33,0.4936359353137439,0.1195382515976518
46,CUST00001,CUST00001,ACC56175,6673.7,deposit,card,2024-03-02T22:00:00+00:00,Transaction 46,ZW,1632.7517647058826,6844.42,34,4.087394142980561,0.975057053775192
48,CUST00001,CUST00001,ACC94664,100.0,withdraw,mobile,2024-03-03T04:00:00+00:00,Transaction 48,ZW,1776.7788571428573,6844.42,35,0.05628162424265034,0.014610441790538862
45,CUST00001,CUST00001,ACC18308,4068.67,withdraw,online,2024-03-03T18:00:00+00:00,Transaction 45,FR,1730.2016666666668,6844.42,36,2.351558248026964,0.5944506619991176
42,CUST00001,CUST00001,ACC78027,668.42,deposit,branch,2024-03-03T21:00:00+00:00,Transaction 42,ZW,1793.4035135135136,6844.42,37,0.3727103214437654,0.09765911501631985
34,CUST00001,CUST00001,ACC83744,3513.23,withdraw,online,2024-03-04T00:00:00+00:00,Transaction 34,ZW,1763.7986842105265,6844.42,38,1.991854303697089,0.5132984241177485
32,CUST00001,CUST00001,ACC89909,2945.61,withdraw,mobile,2024-03-07T16:00:00+00:00,Transaction 32,ZW,1808.6558974358975,6844.42,39,1.628618248598832,0.4303666344262918
37,CUST00001,CUST00001,ACC61885,1940.58,withdraw,card,2024-03-07T17:00:00+00:00,Transaction 37,ZW,1837.07975,6844.42,40,1.0563395519437846,0.283527311298839
50,CUST00001,CUST00001,ACC89605,299.98,withdraw,branch,2024-03-09T11:00:00+00:00,Transaction 50,CA,1839.6041463414635,6844.42,41,0.16306769072932842,0.04382840328325848
23,CUST00001,CUST00001,ACC52107,3858.55,withdraw,online,2024-03-10T21:00:00+00:00,Transaction 23,ZW,1802.9464285714287,6844.42,42,2.1401356905858466,0.5637512017088373
4,CUST00001,CUST00001,ACC29457,342.65,transfer,online,2024-03-11T11:00:00+00:00,Transaction 4,ZW,1850.7511627906977,6844.42,43,0.1851410426690357,0.05006267879528141
25,CUST00001,CUST00001,ACC21111,2982.18,transfer,mobile,2024-03-11T19:00:00+00:00,Transaction 25,ZW,1816.4761363636362,6844.42,44,1.641739156546235,0.4357096729890918
16,CUST00001,CUST00001,ACC76842,100.0,withdraw,card,2024-03-24T10:00:00+00:00,Transaction 16,ZW,1842.3806666666665,6844.42,45,0.05427759952612038,0.014610441790538862
15,CUST00001,CUST00001,ACC79163,100.0,withdraw,mobile,2024-03-26T01:00:00+00:00,Transaction 15,ZW,1804.5028260869562,6844.42,46,0.05541692623272242,0.014610441790538862
41,CUST00001,CUST00001,ACC62921,3155.86,withdraw,online,2024-03-27T14:00:00+00:00,Transaction 41,ZW,1768.2368085106382,6844.42,47,1.784749635801405,0.4610850882908998
30,CUST00001,CUST00001,ACC48467,1411.05,withdraw,card,2024-03-29T02:00:00+00:00,Transaction 30,ZW,1797.145625,6844.42,48,0.7851617478132857,0.2061606388853986
3,CUST00001,CUST00001,ACC33483,2105.47,transfer,mobile,2024-03-29T13:00:00+00:00,Transaction 3,ZW,1789.2661224489798,6844.42,49,1.1767226649986697,0.30761846876725857
92,CUST00002,CUST00002,ACC92558,4227.77,transfer,online,2024-01-01T07:00:00+00:00,Transaction 92,ZW,4227.77,4227.77,0,1.0,1.0
80,CUST00002,CUST00002,ACC17239,6031.24,transfer,atm,2024-01-04T00:00:00+00:00,Transaction 80,ZW,4227.77,4227.77,1,1.4265771316793485,1.4265771316793485
100,CUST00002,CUST00002,ACC23046,2427.11,deposit,branch,2024-01-04T10:00:00+00:00,Transaction 100,SG,5129.505,6031.24,2,0.473166514117834,0.4024230506496177
62,CUST00002,CUST00002,ACC31677,11093.08,transfer,card,2024-01-09T09:00:00+00:00,Transaction 62,ZW,4228.706666666667,6031.24,3,2.623279615832106,1.8392701998262382
56,CUST00002,CUST00002,ACC65069,100.0,transfer,branch,2024-01-12T08:00:00+00:00,Transaction 56,ZW,5944.8,11093.08,4,0.016821423765307496,0.009014628939843578
63,CUST00002,CUST00002,ACC36432,1206.24,deposit,card,2024-01-13T11:00:00+00:00,Transaction 63,ZW,4775.84,11093.08,5,0.25257127541961205,0.10873806012396918
83,CUST00002,CUST00002,ACC71886,4179.84,transfer,atm,2024-01-14T01:00:00+00:00,Transaction 83,ZW,4180.906666666667,11093.08,6,0.9997448719257067,0.3767970662791578
57,CUST00002,CUST00002,ACC26779,9042.23,withdraw,card,2024-01-17T08:00:00+00:00,Transaction 57,ZW,4180.754285714286,11093.08,7,2.16282263487655,0.815123482387218
95,CUST00002,CUST00002,ACC60448,100.0,withdraw,mobile,2024-01-18T05:00:00+00:00,Transaction 95,SG,4788.43875,11093.08,8,0.020883633522512948,0.009014628939843578
89,CUST00002,CUST00002,ACC26907,945.03,deposit,online,2024-01-19T20:00:00+00:00,Transaction 89,ZW,4267.501111111112,11093.08,9,0.22144809699977944,0.08519094787020376
54,CUST00002,CUST00002,ACC57295,1715.92,withdraw,online,2024-01-21T08:00:00+00:00,Transaction 54,ZW,3935.254,11093.08,10,0.4360379279202817,0.15468382090456392
87,CUST00002,CUST00002,ACC51240,100.0,transfer,online,2024-01-23T22:00:00+00:00,Transaction 87,ZW,3733.4963636363636,11093.08,11,0.026784544635956645,0.009014628939843578
53,CUST00002,CUST00002,ACC43496,539.32,transfer,atm,2024-01-26T09:00:00+00:00,Transaction 53,ZW,3430.705,11093.08,12,0.15720384002704985,0.04861769679836439
91,CUST00002,CUST00002,ACC74291,197.53,transfer,card,2024-01-26T14:00:00+00:00,Transaction 91,KE,3208.290769230769,11093.08,13,0.06156860902210571,0.01780659654487302
77,CUST00002,CUST00002,ACC10404,4424.88,deposit,online,2024-01-26T21:00:00+00:00,Transaction 77,ZW,2993.2364285714284,11093.08,14,1.478292846419702,0.39888651303335054
72,CUST00002,CUST00002,ACC94665,188.82,withdraw,online,2024-01-28T20:00:00+00:00,Transaction 72,ZW,3088.679333333333,11093.08,15,0.06113292434155785,0.017021422364212644
65,CUST00002,CUST00002,ACC54482,4655.3,withdraw,card,2024-01-31T10:00:00+00:00,Transaction 65,ZW,2907.438125,11093.08,16,1.6011690704509833,0.4196580210365381
74,CUST00002,CUST00002,ACC44349,100.0,transfer,atm,2024-02-02T20:00:00+00:00,Transaction 74,ZW,3010.253529411765,11093.08,17,0.033219793290813295,0.009014628939843578
76,CUST00002,CUST00002,ACC72292,11362.26,transfer,card,2024-02-02T21:00:00+00:00,Transaction 76,ZW,2848.572777777778,11093.08,18,3.9887553825687756,1.024265578180271
75,CUST00002,CUST00002,ACC11015,100.0,transfer,card,2024-02-04T05:00:00+00:00,Transaction 75,ZA,3296.661578947369,11362.26,19,0.030333717187898374,0.008801065985112117
81,CUST00002,CUST00002,ACC34285,8909.84,withdraw,branch,2024-02-08T01:00:00+00:00,Transaction 81,ZW,3136.8285000000005,11362.26,20,2.8403975544088556,0.7841608975679134
61,CUST00002,CUST00002,ACC82267,100.0,transfer,mobile,2024-02-08T09:00:00+00:00,Transaction 61,ZW,3411.7338095238097,11362.26,21,0.029310610259467292,0.008801065985112117
51,CUST00002,CUST00002,ACC96027,8299.17,transfer,online,2024-02-12T08:00:00+00:00,Transaction 51,ZW,3261.2004545454547,11362.26,22,2.5448205701163307,0.7304154279166293
66,CUST00002,CUST00002,ACC67799,9791.54,withdraw,mobile,2024-02-14T12:00:00+00:00,Transaction 66,ZW,3480.242608695652,11362.26,23,2.8134647784424827,0.861759896358647
52,CUST00002,CUST00002,ACC35351,5255.11,deposit,atm,2024-02-15T09:00:00+00:00,Transaction 52,ZW,3743.213333333333,11362.26,24,1.4039034198781082,0.46250569869022534
55,CUST00002,CUST00002,ACC71476,100.0,transfer,mobile,2024-02-18T10:00:00+00:00,Transaction 55,ZW,3803.6892,11362.26,25,0.026290265776709624,0.008801065985112117
85,CUST00002,CUST00002,ACC24388,3219.01,withdraw,mobile,2024-02-20T16:00:00+00:00,Transaction 85,ZW,3661.2396153846153,11362.26,26,0.8792131458628505,0.28330719416735756
84,CUST00002,CUST00002,ACC62329,3502.59,withdraw,card,2024-02-21T05:00:00+00:00,Transaction 84,ZW,3644.8607407407403,11362.26,27,0.960966755423466,0.3082652570879385
59,CUST00002,CUST00002,ACC97508,100.0,deposit,atm,2024-02-21T10:00:00+00:00,Transaction 59,ZW,3639.7796428571423,11362.26,28,0.02747419069619894,0.008801065985112117
60,CUST00002,CUST00002,ACC31689,3220.94,transfer,online,2024-02-22T10:00:00+00:00,Transaction 60,ZW,3517.7182758620684,11362.26,29,0.9156333018768144,0.2834770547408702
79,CUST00002,CUST00002,ACC27100,1298.75,withdraw,online,2024-02-22T22:00:00+00:00,Transaction 79,ZW,3507.825666666666,11362.26,30,0.37024359914503546,0.11430384448164362
71,CUST00002,CUST00002,ACC33959,9621.27,transfer,card,2024-02-23T21:00:00+00:00,Transaction 71,AU,3436.565161290322,11362.26,31,2.799676289678592,0.8467743213057966
78,CUST00002,CUST00002,ACC90642,8720.39,transfer,mobile,2024-02-24T05:00:00+00:00,Transaction 78,ZW,3629.8371875,11362.26,32,2.402419047892902,0.7674872780591184
68,CUST00002,CUST00002,ACC32700,8282.96,deposit,card,2024-02-25T00:00:00+00:00,Transaction 68,SG,3784.0963636363635,11362.26,33,2.188887175177645,0.7289887751204425
94,CUST00002,CUST00002,ACC48638,100.0,transfer,card,2024-02-25T18:00:00+00:00,Transaction 94,ZW,3916.4158823529406,11362.26,34,0.025533549807769923,0.008801065985112117
93,CUST00002,CUST00002,ACC25034,6674.69,transfer,atm,2024-02-25T21:00:00+00:00,Transaction 93,GB,3807.375428571428,11362.26,35,1.7530947828027617,0.5874438712016798
82,CUST00002,CUST00002,ACC49764,2880.04,deposit,online,2024-02-26T16:00:00+00:00,Transaction 82,ZW,3887.0230555555554,11362.26,36,0.7409372053720346,0.253474220797623
70,CUST00002,CUST00002,ACC62736,7622.04,deposit,online,2024-02-26T17:00:00+00:00,Transaction 70,ZW,3859.8072972972973,11362.26,37,1.9747203455822995,0.6708207698116395
99,CUST00002,CUST00002,ACC82303,5474.27,deposit,online,2024-02-28T12:00:00+00:00,Transaction 99,ZW,3958.813421052632,11362.26,38,1.3828057596471457,0.4817941149031971
73,CUST00002,CUST00002,ACC48088,100.0,withdraw,mobile,2024-02-29T17:00:00+00:00,Transaction 73,SG,3997.6712820512817,11362.26,39,0.02501456296543924,0.008801065985112117
58,CUST00002,CUST00002,ACC61934,3376.58,transfer,mobile,2024-03-01T08:00:00+00:00,Transaction 58,ZW,3900.2295,11362.26,40,0.8657387981912347,0.2971750338400987
67,CUST00002,CUST00002,ACC33960,6989.82,withdraw,mobile,2024-03-01T08:00:00+00:00,Transaction 67,ZW,3887.4575609756093,11362.26,41,1.7980440661700268,0.6151786704405637
69,CUST00002,CUST00002,ACC23843,3591.16,transfer,online,2024-03-01T14:00:00+00:00,Transaction 69,ZW,3961.323333333333,11362.26,42,0.9065556375520976,0.31606036123095227
86,CUST00002,CUST00002,ACC16254,6796.77,deposit,mobile,2024-03-06T12:00:00+00:00,Transaction 86,ZW,3952.71488372093,11362.26,43,1.7195194189169012,0.5981882125563048
88,CUST00002,CUST00002,ACC21314,9899.75,transfer,card,2024-03-07T02:00:00+00:00,Transaction 88,ZW,4017.3524999999995,11362.26,44,2.464247287237055,0.8712835298611368
97,CUST00002,CUST00002,ACC91264,100.0,transfer,atm,2024-03-07T08:00:00+00:00,Transaction 97,ZW,4148.072444444444,11362.26,45,0.024107582820529334,0.008801065985112117
98,CUST00002,CUST00002,ACC44529,3269.39,withdraw,mobile,2024-03-23T09:00:00+00:00,Transaction 98,ZW,4060.070869565217,11362.26,46,0.8052544167412798,0.287741171210657
64,CUST00002,CUST00002,ACC45909,4307.47,withdraw,card,2024-03-26T11:00:00+00:00,Transaction 64,ZW,4043.2478723404256,11362.26,47,1.0653489808198748,0.3791032769889089
96,CUST00002,CUST00002,ACC17561,4181.38,withdraw,mobile,2024-03-26T11:00:00+00:00,Transaction 96,ZW,4048.7525,11362.26,48,1.032757621020302,0.36800601288828105
90,CUST00002,CUST00002,ACC33624,100.0,withdraw,mobile,2024-03-30T13:00:00+00:00,Transaction 90,ZW,4051.4591836734694,11362.26,49,0.02468246512342492,0.008801065985112117
122,CUST00003,CUST00003,ACC89026,4373.61,withdraw,online,2024-01-02T06:00:00+00:00,Transaction 122,ZW,4373.61,4373.61,0,1.0,1.0
113,CUST00003,CUST00003,ACC39486,100.0,transfer,online,2024-01-05T20:00:00+00:00,Transaction 113,ZW,4373.61,4373.61,1,0.022864407205946576,0.022864407205946576
102,CUST00003,CUST00003,ACC44387,6298.95,withdraw,online,2024-01-06T19:00:00+00:00,Transaction 102,ZW,2236.805,4373.61,2,2.8160478897355827,1.4402175776989719
130,CUST00003,CUST00003,ACC41480,100.0,deposit,mobile,2024-01-08T00:00:00+00:00,Transaction 130,ZW,3590.853333333333,6298.95,3,0.027848533681873205,0.01587566181665198
119,CUST00003,CUST00003,ACC57882,2731.1,deposit,online,2024-01-09T21:00:00+00:00,Transaction 119,ZW,2718.14,6298.95,4,1.0047679663299167,0.4335801998745823
116,CUST00003,CUST00003,ACC85993,100.0,withdraw,online,2024-01-11T09:00:00+00:00,Transaction 116,ZW,2720.732,6298.95,5,0.03675481451315308,0.01587566181665198
135,CUST00003,CUST00003,ACC24596,100.0,transfer,online,2024-01-11T09:00:00+00:00,Transaction 135,ZW,2283.943333333333,6298.95,6,0.04378392341899902,0.01587566181665198
149,CUST00003,CUST00003,ACC31520,6868.8,withdraw,branch,2024-01-12T18:00:00+00:00,Transaction 149,ZW,1971.9514285714286,6298.95,7,3.4832500945401437,1.0904674588621914
117,CUST00003,CUST00003,ACC37306,100.0,withdraw,atm,2024-01-13T07:00:00+00:00,Transaction 117,NG,2584.0575,6868.8,8,0.0386988292636677,0.014558583740973678
111,CUST00003,CUST00003,ACC61356,4765.86,transfer,mobile,2024-01-15T20:00:00+00:00,Transaction 111,ZW,2308.051111111111,6868.8,9,2.0648849486290985,0.6938417190775681
127,CUST00003,CUST00003,ACC48000,100.0,transfer,mobile,2024-01-18T00:00:00+00:00,Transaction 127,ZW,2553.832,6868.8,10,0.039156843519855655,0.014558583740973678
134,CUST00003,CUST00003,ACC97955,2092.94,withdraw,card,2024-01-19T15:00:00+00:00,Transaction 134,ZW,2330.7563636363634,6868.8,11,0.8979660133737313,0.3047024225483345
144,CUST00003,CUST00003,ACC38769,100.0,transfer,online,2024-01-21T10:00:00+00:00,Transaction 144,ZW,2310.938333333333,6868.8,12,0.043272465802130886,0.014558583740973678
106,CUST00003,CUST00003,ACC96740,1015.45,transfer,online,2024-01-22T21:00:00+00:00,Transaction 106,ZW,2140.866153846154,6868.8,13,0.4743173683117473,0.14783513859771721
120,CUST00003,CUST00003,ACC49224,7438.44,withdraw,online,2024-01-23T00:00:00+00:00,Transaction 120,ZW,2060.4792857142857,6868.8,14,3.6100532781727965,1.0829315164220823
109,CUST00003,CUST00003,ACC55558,5912.33,withdraw,online,2024-01-23T20:00:00+00:00,Transaction 109,ZW,2419.01,7438.44,15,2.4441114340163947,0.794834669635031
137,CUST00003,CUST00003,ACC96143,4328.98,transfer,mobile,2024-01-24T16:00:00+00:00,Transaction 137,ZW,2637.3424999999997,7438.44,16,1.641417449572818,0.5819741773812789
121,CUST00003,CUST00003,ACC83509,2570.87,deposit,online,2024-01-26T08:00:00+00:00,Transaction 121,ZW,2736.850588235294,7438.44,17,0.9393534345832458,0.34561951161802745
115,CUST00003,CUST00003,ACC81315,230.77,transfer,mobile,2024-01-27T20:00:00+00:00,Transaction 115,ZW,2727.6294444444443,7438.44,18,0.08460460069824571,0.03102397814595534
129,CUST00003,CUST00003,ACC91244,407.62,deposit,online,2024-02-03T00:00:00+00:00,Transaction 129,ZW,2596.215789473684,7438.44,19,0.15700543909049813,0.054799124547620204
146,CUST00003,CUST00003,ACC76017,2772.88,deposit,mobile,2024-02-05T14:00:00+00:00,Transaction 146,ZW,2486.7859999999996,7438.44,20,1.1150456854751476,0.37277708766891987
136,CUST00003,CUST00003,ACC27771,100.0,transfer,online,2024-02-06T05:00:00+00:00,Transaction 136,ZW,2500.4095238095233,7438.44,21,0.03999344869221424,0.01344367905098381
107,CUST00003,CUST00003,ACC26984,1579.78,deposit,atm,2024-02-06T18:00:00+00:00,Transaction 107,ZW,2391.2999999999997,7438.44,22,0.6606364738844981,0.21238055291163202
101,CUST00003,CUST00003,ACC30128,3498.41,deposit,mobile,2024-02-06T19:00:00+00:00,Transaction 101,ZW,2356.01652173913,7438.44,23,1.4848834750180762,0.47031501228752265
112,CUST00003,CUST00003,ACC42265,100.0,transfer,online,2024-02-07T18:00:00+00:00,Transaction 112,ZW,2403.61625,7438.44,24,0.041603979004552,0.01344367905098381
128,CUST00003,CUST00003,ACC85629,477.08,transfer,card,2024-02-07T18:00:00+00:00,Transaction 128,ZW,2311.4716,7438.44,25,0.2063966522452623,0.06413710401643355
104,CUST00003,CUST00003,ACC77444,789.91,transfer,branch,2024-02-07T20:00:00+00:00,Transaction 104,ZW,2240.918076923077,7438.44,26,0.35249392118992434,0.1061929651916262
140,CUST00003,CUST00003,ACC58756,100.0,withdraw,mobile,2024-02-11T03:00:00+00:00,Transaction 140,ZW,2187.1770370370373,7438.44,27,0.04572103597771387,0.01344367905098381
108,CUST00003,CUST00003,ACC81520,100.0,transfer,card,2024-02-11T18:00:00+00:00,Transaction 108,ZW,2112.635,7438.44,28,0.047334253195653764,0.01344367905098381
142,CUST00003,CUST00003,ACC96145,4170.8,withdraw,branch,2024-02-22T06:00:00+00:00,Transaction 142,ZW,2043.2337931034485,7438.44,29,2.04127399129642,0.5607089658584328
123,CUST00003,CUST00003,ACC47148,100.0,deposit,online,2024-02-23T06:00:00+00:00,Transaction 123,ZW,2114.152666666667,7438.44,30,0.047300273805518295,0.01344367905098381
143,CUST00003,CUST00003,ACC63276,1926.25,deposit,online,2024-02-23T10:00:00+00:00,Transaction 143,ZW,2049.1800000000003,7438.44,31,0.940010150401624,0.2589588677195756
145,CUST00003,CUST00003,ACC69129,100.0,transfer,online,2024-02-24T14:00:00+00:00,Transaction 145,ZW,2045.3384375000003,7438.44,32,0.048891664169881416,0.01344367905098381
133,CUST00003,CUST00003,ACC70500,2320.51,deposit,atm,2024-02-24T15:00:00+00:00,Transaction 133,ZW,1986.3887878787884,7438.44,33,1.1682053453785404,0.31196191674598445
126,CUST00003,CUST00003,ACC99106,222.59,transfer,online,2024-02-25T18:00:00+00:00,Transaction 126,ZW,1996.2158823529414,7438.44,34,0.11150597586551259,0.02992428519958486
139,CUST00003,CUST00003,ACC71268,2929.17,transfer,atm,2024-02-27T12:00:00+00:00,Transaction 139,ZW,1945.5408571428572,7438.44,35,1.505581334488992,0.39378821365770245
125,CUST00003,CUST00003,ACC12482,2553.27,withdraw,mobile,2024-03-01T07:00:00+00:00,Transaction 125,ZW,1972.863888888889,7438.44,36,1.2941947056661844,0.34325342410505433
148,CUST00003,CUST00003,ACC85186,100.0,deposit,online,2024-03-01T10:00:00+00:00,Transaction 148,US,1988.5505405405409,7438.44,37,0.05028788454771552,0.01344367905098381
124,CUST00003,CUST00003,ACC31566,100.0,transfer,online,2024-03-03T10:00:00+00:00,Transaction 124,ZW,1938.8518421052634,7438.44,38,0.05157691672377453,0.01344367905098381
103,CUST00003,CUST00003,ACC89767,100.0,transfer,branch,2024-03-05T20:00:00+00:00,Transaction 103,ZW,1891.701794871795,7438.44,39,0.05286245446882246,0.01344367905098381
110,CUST00003,CUST00003,ACC66819,100.0,withdraw,branch,2024-03-06T19:00:00+00:00,Transaction 110,ZW,1846.90925,7438.44,40,0.054144511973178974,0.01344367905098381
131,CUST00003,CUST00003,ACC44911,2128.83,transfer,online,2024-03-07T18:00:00+00:00,Transaction 131,ZW,1804.3017073170731,7438.44,41,1.17986365105506,0.2861930727410586
147,CUST00003,CUST00003,ACC44008,100.0,deposit,online,2024-03-13T01:00:00+00:00,Transaction 147,ZW,1812.0285714285715,7438.44,42,0.05518676778984879,0.01344367905098381
150,CUST00003,CUST00003,ACC21344,100.0,transfer,branch,2024-03-14T22:00:00+00:00,Transaction 150,ZW,1772.213953488372,7438.44,43,0.05642659556040795,0.01344367905098381
105,CUST00003,CUST00003,ACC46159,1690.44,deposit,online,2024-03-15T18:00:00+00:00,Transaction 105,ZW,1734.209090909091,7438.44,44,0.9747613530925808,0.2272573281494507
118,CUST00003,CUST00003,ACC75310,5610.69,transfer,atm,2024-03-16T11:00:00+00:00,Transaction 118,ZW,1733.2364444444445,7438.44,45,3.23711748502865,0.7542831561456435
138,CUST00003,CUST00003,ACC65961,6512.03,deposit,online,2024-03-21T17:00:00+00:00,Transaction 138,ZW,1817.5289130434783,7438.44,46,3.5829031127188573,0.875456412903781
141,CUST00003,CUST00003,ACC56828,1296.91,deposit,online,2024-03-26T20:00:00+00:00,Transaction 141,ZW,1917.411914893617,7438.44,47,0.6763856998729227,0.17435241798011414
132,CUST00003,CUST00003,ACC96925,4324.52,transfer,card,2024-03-28T13:00:00+00:00,Transaction 132,ZW,1904.4847916666665,7438.44,48,2.270703351857956,0.581374589295605
114,CUST00003,CUST00003,ACC30609,4414.32,deposit,online,2024-03-28T21:00:00+00:00,Transaction 114,ZW,1953.8732653061222,7438.44,49,2.2592662883426002,0.5934470130833884
