amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count,hour,is_deposit,is_withdraw,is_transfer,is_self_transfer,is_off_hours,channel_encoded,amount_std_dev,amount_z_score,tx_frequency_7d,tx_frequency_30d,day_of_week,is_weekend,time_since_last_tx,unique_recipients_24h,unique_recipients_7d,recipient_concentration,new_recipient_ratio_7d,amount_change_vs_avg_7d,frequency_change_vs_avg_7d
380.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060.23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,0,1,0,1,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7324.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136036.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25052.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41525.29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9684.45,3501.79,3501.79,1.0,2.7655713220952713,2.7655713220952713,1.0,3501.79,2.7655713220952713,1.0,1.0,3501.79,0.0,0.0,4,1,0,0,0,1,0,0.0,0.0,1.0,1.0,0,0,3.973055156111111,1.0,1.0,1.0,1.0,6182.660000000001,0.10952380952380952
310.13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411223.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25310.96,7324.35,7324.35,1.0,3.455727812024275,3.455727812024275,1.0,7324.35,3.455727812024275,1.0,1.0,7324.35,0.0,0.0,5,0,0,1,0,0,7,0.0,0.0,1.0,1.0,0,0,2.3252774919444446,1.0,1.0,1.0,1.0,17986.61,0.10952380952380952
202081.64,148399.38,148399.38,1.0,1.3617418078161783,1.3617418078161783,1.0,148399.38,1.3617418078161783,1.0,1.0,148399.38,0.0,0.0,6,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0,0,4.451666758888889,1.0,1.0,1.0,1.0,53682.26000000001,0.10952380952380952
127397.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,0,0,1,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51024.02,41525.29,41525.29,1.0,1.228745663185013,1.228745663185013,1.0,41525.29,1.228745663185013,1.0,1.0,41525.29,0.0,0.0,6,1,0,0,0,0,7,0.0,0.0,1.0,1.0,0,0,2.827778028888889,1.0,1.0,1.0,1.0,9498.729999999996,0.10952380952380952
6076.02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,0,1,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36156.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421.71,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10937.21,16317.654999999999,25310.96,2.0,0.6702684913978142,0.43211359821990153,2.0,32635.309999999998,0.3351342456989071,1.0,2.0,32635.309999999998,0.0,0.0,7,0,0,1,0,0,7,12718.453901557767,-0.42304237933676814,2.0,2.0,0,0,1.6263887863888888,2.0,2.0,0.5,1.0,-5380.445,0.21904761904761905
43777.11,6076.02,6076.02,1.0,7.204898930549932,7.204898930549932,1.0,6076.02,7.204898930549932,1.0,1.0,6076.02,0.0,0.0,7,1,0,0,0,0,7,0.0,0.0,1.0,1.0,0,0,0.42583392,1.0,1.0,1.0,1.0,37701.09,0.10952380952380952
8891.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21646.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14431.87,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34716.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19133.33,14431.87,14431.87,1.0,1.3257692870016151,1.3257692870016151,1.0,14431.87,1.3257692870016151,1.0,1.0,14431.87,0.0,1.0,8,0,0,1,0,0,7,0.0,0.0,1.0,1.0,0,0,0.026945575,1.0,1.0,1.0,1.0,4701.460000000001,0.10952380952380952
15871.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93776.23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3938.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8272.54,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796.19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21889.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30057.69,6997.21,6997.21,1.0,4.2956678447552665,4.2956678447552665,1.0,6997.21,4.2956678447552665,1.0,1.0,6997.21,0.0,0.0,8,1,0,0,0,0,3,0.0,0.0,1.0,1.0,0,0,5.603888616111111,1.0,1.0,1.0,1.0,23060.48,0.10952380952380952
2569.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10284.73,175240.51,202081.64,2.0,0.05868922659492374,0.05089393573805121,2.0,350481.02,0.02934461329746187,1.0,2.0,350481.02,0.0,0.0,8,1,0,0,0,0,0,37959.09007541936,-4.345619973299048,2.0,2.0,0,0,1.9241671274999999,2.0,2.0,0.5,1.0,-164955.78,0.21904761904761905
79357.24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36647.52,8891.62,8891.62,1.0,4.1215796446541795,4.1215796446541795,1.0,8891.62,4.1215796446541795,1.0,1.0,8891.62,0.0,0.0,8,0,1,0,0,0,3,0.0,0.0,1.0,1.0,0,0,0.7466667783333334,1.0,1.0,1.0,1.0,27755.899999999994,0.10952380952380952
1392.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9373.93,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13665.59,15871.57,15871.57,1.0,0.8610105994555044,0.8610105994555044,1.0,15871.57,0.8610105994555044,1.0,1.0,15871.57,0.0,0.0,8,0,1,0,0,0,3,0.0,0.0,1.0,1.0,0,0,0.7813899072222222,1.0,1.0,1.0,1.0,-2205.9799999999996,0.10952380952380952
4314.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5849.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9667.58,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50716.93,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168.15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720.17,3346.56,3346.56,1.0,0.5140114027538727,0.5140114027538727,1.0,3346.56,0.5140114027538727,1.0,1.0,3346.56,0.0,0.0,9,0,0,1,0,0,1,0.0,0.0,1.0,1.0,0,0,7.401388861388889,1.0,1.0,1.0,1.0,-1626.3899999999999,0.10952380952380952
64929.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24122.64,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086.31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.87,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4874.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9983.26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3761.27,24926.565000000002,43777.11,2.0,0.1508940361417628,0.08591864561182773,2.0,49853.130000000005,0.0754470180708814,1.0,2.0,49853.130000000005,0.0,0.0,9,1,0,0,0,0,7,26658.696397124335,-0.7939358581045657,2.0,2.0,0,0,2.2066665475000002,2.0,2.0,0.5,1.0,-21165.295000000002,0.21904761904761905
80432.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30366.12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8936.41,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67685.89,24122.64,24122.64,1.0,2.805907230717699,2.805907230717699,1.0,24122.64,2.805907230717699,1.0,1.0,24122.64,0.0,0.0,9,0,0,1,0,0,7,0.0,0.0,1.0,1.0,0,0,0.46555550166666665,1.0,1.0,1.0,1.0,43563.25,0.10952380952380952
9084.84,4874.48,4874.48,1.0,1.86375572368745,1.86375572368745,1.0,4874.48,1.86375572368745,1.0,1.0,4874.48,0.0,0.0,9,0,0,1,0,0,6,0.0,0.0,1.0,1.0,0,0,0.3133333883333333,1.0,1.0,1.0,1.0,4210.360000000001,0.10952380952380952
22027.54,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.18,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6900.39,135.22,135.22,1.0,51.03083863333827,51.03083863333827,1.0,135.22,51.03083863333827,1.0,1.0,135.22,0.0,1.0,9,0,0,1,0,0,5,0.0,0.0,1.0,1.0,0,0,0.1336110561111111,1.0,1.0,1.0,1.0,6765.17,0.10952380952380952
507.87,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112.92,9983.26,9983.26,1.0,0.21164629589933548,0.21164629589933548,1.0,9983.26,0.21164629589933548,1.0,1.0,9983.26,0.0,0.0,9,0,1,0,0,0,5,0.0,0.0,1.0,1.0,0,0,0.33138794055555554,1.0,1.0,1.0,1.0,-7870.34,0.10952380952380952
141.86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,1,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9586.2,3071.71,3071.71,1.0,3.120802419499237,3.120802419499237,1.0,3071.71,3.120802419499237,1.0,1.0,3071.71,0.0,0.0,10,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0,0,9.501944720833334,1.0,1.0,1.0,1.0,6514.490000000001,0.10952380952380952
42817.79,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.03,247.87,247.87,1.0,0.9643361439464235,0.9643361439464235,1.0,247.87,0.9643361439464235,1.0,1.0,247.87,0.0,0.0,10,0,1,0,0,0,1,0.0,0.0,1.0,1.0,0,0,0.6372227355555555,1.0,1.0,1.0,1.0,-8.840000000000003,0.10952380952380952
20703.93,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40129.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601.06,37205.72,37205.72,1.0,0.04303263046649816,0.04303263046649816,1.0,37205.72,0.04303263046649816,1.0,1.0,37205.72,0.0,0.0,10,0,1,0,0,0,4,0.0,0.0,1.0,1.0,0,0,8.970833139444444,1.0,1.0,1.0,1.0,-35604.66,0.10952380952380952
15003.11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4146.17,21889.52,21889.52,1.0,0.18941347274860298,0.18941347274860298,1.0,21889.52,0.18941347274860298,1.0,1.0,21889.52,0.0,0.0,10,0,1,0,0,0,6,0.0,0.0,1.0,1.0,0,0,1.7525001830555555,1.0,1.0,1.0,1.0,-17743.35,0.10952380952380952
374.68,264.17,264.17,1.0,1.4183291062573342,1.4183291062573342,1.0,264.17,1.4183291062573342,1.0,1.0,264.17,0.0,0.0,10,1,0,0,0,0,4,0.0,0.0,1.0,1.0,0,0,0.9116666125,1.0,1.0,1.0,1.0,110.50999999999999,0.10952380952380952
935.05,8272.54,8272.54,1.0,0.11303058069226621,0.11303058069226621,1.0,8272.54,0.11303058069226621,1.0,1.0,8272.54,0.0,0.0,10,0,1,0,0,0,5,0.0,0.0,1.0,1.0,0,0,1.8552774852777778,1.0,1.0,1.0,1.0,-7337.490000000001,0.10952380952380952
9713.02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3188.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14078.76,4603.795,8272.54,2.0,3.058077086403717,1.7018666576408212,2.0,9207.59,1.5290385432018585,1.0,2.0,9207.59,0.0,0.0,10,1,0,0,0,0,6,5188.388935888482,1.8261863397442981,2.0,2.0,0,0,0.19555511166666667,2.0,2.0,0.5,1.0,9474.965,0.21904761904761905
1325.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37641.8,410.95,410.95,1.0,91.59703126901084,91.59703126901084,1.0,410.95,91.59703126901084,1.0,1.0,410.95,0.0,0.0,10,0,1,0,0,0,2,0.0,0.0,1.0,1.0,0,0,2.224999957777778,1.0,1.0,1.0,1.0,37230.850000000006,0.10952380952380952
21192.94,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16723.83,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
