transaction_id,sender_account,receiver_account,transaction_type,amount,timestamp,channel,description,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count
14,ACC000001,ACC433451,transfer,2929.38,2026-08-14T14:22:59.348940+00:00,online,Wire transfer via online,12862.640769230768,78303.62,13,0.22774328013633763,0.03741053095629551,9,23620.73,0.1240173356200253,1.0,0,0,1,0
15,ACC000001,ACC284084,deposit,8713.01,2026-08-10T13:36:36.349013+00:00,mobile,Cash deposit via mobile,12153.122142857143,78303.62,14,0.7169359360977847,0.11127212254043939,11,28675.7,0.30384646233570584,0.0,0,0,1,0
16,ACC000001,ACC286080,withdraw,2190.33,2026-09-01T16:30:00.349087+00:00,online,Funds transfer out via online,11923.781333333334,78303.62,15,0.18369424419725464,0.027972269992115308,1,2458.57,0.8908959273073371,0.0,1,2458.57,0,0
17,ACC000001,ACC794303,deposit,86183.28,2026-08-10T10:49:07.349161+00:00,mobile,Cash deposit via mobile,11315.440625,78303.62,16,7.616431640283562,1.1006295749800585,13,39579.04,2.177497988834494,1.0,1,8713.01,1,0
18,ACC000001,ACC343962,withdraw,1589.6,2026-08-27T14:50:40.349255+00:00,card,Cash withdrawal via card,15719.431176470589,86183.28,17,0.10112325199014646,0.01844441288379834,4,10814.49,0.14698797631695992,0.0,0,0,0,0
19,ACC000001,ACC908274,withdraw,1500.0,2026-08-10T12:08:11.349341+00:00,card,Cash withdrawal via card,14934.440555555555,86183.28,18,0.10043898158890228,0.01740476807102259,15,127351.92,0.011778385437769608,0.0,2,94896.29,2,0
20,ACC000001,ACC435039,deposit,54656.66,2026-08-25T17:06:59.349437+00:00,online,Cash deposit via online,14227.364736842104,86183.28,19,3.8416573280408888,0.6341909938911585,5,12404.09,4.406341779203473,1.0,0,0,0,0
21,ACC000001,ACC504684,transfer,1739.48,2026-08-26T11:44:04.349518+00:00,card,Payment via card,16248.829500000002,86183.28,20,0.10705263416050984,0.02018349730945492,6,67060.75,0.025938868861442796,0.0,0,0,1,0
22,ACC000001,ACC820539,deposit,1503.15,2026-08-04T14:22:34.349609+00:00,card,Funds transfer in via card,15557.908095238095,86183.28,21,0.09661645966787002,0.01744131808397174,21,326716.07,0.004600783793708096,0.0,1,2060.52,1,0
23,ACC000001,ACC131244,deposit,9926.54,2026-08-23T08:20:16.349704+00:00,branch,Credit received via branch,14919.055454545452,86183.28,22,0.6653598165275028,0.11517941763181909,11,80192.51000000001,0.12378387956680742,0.0,1,4948.09,0,0
24,ACC000001,ACC206176,withdraw,48819.1,2026-08-04T15:45:01.349796+00:00,mobile,Cash withdrawal via mobile,14701.989565217391,86183.28,23,3.320577788702718,0.5664567419573727,23,338145.76,0.14437294733490078,1.0,2,3563.67,1,0
25,ACC000001,ACC676363,withdraw,2087.03,2026-08-03T16:16:42.349897+00:00,online,Cash withdrawal via online,16123.535833333333,86183.28,24,0.1294399703373583,0.024216182071510856,24,386964.86,0.005393332097389929,0.0,0,0,1,0
26,ACC000001,ACC769191,deposit,2059.1,2026-08-30T12:52:42.350009+00:00,online,Cash deposit via online,15562.0756,86183.28,25,0.1323152549136826,0.023892105290028415,2,4648.9,0.4429219815440212,1.0,0,0,0,0
27,ACC000001,ACC293862,deposit,2048.57,2026-08-07T14:30:31.350088+00:00,atm,Funds transfer in via atm,15042.730384615385,86183.28,26,0.13618338876133346,0.023769923818169836,20,197233.7,0.010386511027273736,1.0,0,0,1,0
28,ACC000001,ACC133326,deposit,2532.07,2026-08-24T15:29:16.350193+00:00,online,Funds transfer in via online,14561.465185185185,86183.28,27,0.1738884080549892,0.02938006072639612,10,78022.78,0.03245295796945456,1.0,1,2215.36,0,0
29,ACC000001,ACC329258,deposit,3122.38,2026-08-15T08:53:24.350286+00:00,card,Cash deposit via card,14131.843928571428,86183.28,28,0.22094639707188146,0.03622953315306635,17,101243.89,0.03084018205938156,1.0,0,0,1,0
30,ACC000001,ACC893969,withdraw,3641.93,2026-08-04T08:32:36.350389+00:00,card,Cash withdrawal via card,13752.20724137931,86183.28,29,0.2648251248746251,0.042257964653932875,29,398814.01,0.009131900857745694,0.0,3,52382.77,1,0
31,ACC000001,ACC862422,withdraw,1328.67,2026-08-31T14:05:43.350511+00:00,card,Cash withdrawal via card,13415.198,86183.28,30,0.09904214607939443,0.015416795461950393,2,4648.9,0.2858030932048442,0.0,0,0,0,0
32,ACC000001,ACC647945,transfer,2130.97,2026-08-15T13:54:17.350600+00:00,card,Transfer via card,13025.31,86183.28,31,0.16360224823823769,0.024726025744204676,19,105694.94,0.020161513881364612,1.0,1,3122.38,1,0
33,ACC000001,ACC198246,withdraw,93243.54,2026-08-14T17:48:06.350712+00:00,mobile,Funds transfer out via mobile,12684.861875,86183.28,32,7.3507729858509,1.081921458547412,20,107825.91,0.8647600562796084,1.0,1,2929.38,1,0
34,ACC000001,ACC827356,transfer,34787.27,2026-08-13T15:02:11.350820+00:00,card,Payment via card,15126.03393939394,93243.54,33,2.2998275780276236,0.37307967930003516,21,201069.45,0.1730112157764394,1.0,0,0,1,0
35,ACC000001,ACC198246,transfer,3678.89,2026-08-09T15:58:17.350935+00:00,mobile,Payment via mobile,15704.305588235295,93243.54,34,0.23425996006827576,0.03945463675017057,26,334378.6,0.011002169397204248,0.0,0,0,1,0
36,ACC000001,ACC193624,deposit,2114.72,2026-08-28T12:47:28.351054+00:00,mobile,Cash deposit via mobile,15360.722285714286,93243.54,35,0.13767060953681343,0.022679533617020547,7,15791.86,0.13391202809548716,1.0,2,6165.59,0,0
37,ACC000001,ACC631413,transfer,2820.77,2026-08-05T13:52:03.351160+00:00,online,Transfer via online,14992.777777777777,93243.54,36,0.1881419201837922,0.030251639952751687,34,534011.04,0.005282231618282648,0.0,0,0,1,0
38,ACC000001,ACC586768,deposit,1948.73,2026-08-06T08:15:02.351300+00:00,mobile,Credit received via mobile,14663.804594594596,93243.54,37,0.13289388762847706,0.020899356673931516,32,484449.04,0.004022569639110029,0.0,2,139407.49,1,0
39,ACC000001,ACC978343,deposit,1485.59,2026-08-21T15:38:28.351434+00:00,mobile,Credit received via mobile,14329.197368421053,93243.54,38,0.10367573017550658,0.015932363786274096,16,98153.61,0.015135357731620874,0.0,0,0,0,0
40,ACC000001,ACC810614,transfer,2659.75,2026-08-31T10:54:36.351552+00:00,online,Wire transfer via online,13999.874102564101,93243.54,39,0.18998385131998166,0.0285247642893009,4,8036.67,0.33095174991632104,1.0,1,1328.67,0,0
41,ACC000001,ACC131244,transfer,2343.6,2026-08-02T08:30:58.351673+00:00,card,Payment via card,13716.371,93243.54,40,0.17086152014989972,0.0251341808773026,40,548654.84,0.004271538003747493,1.0,0,0,1,0
42,ACC000001,ACC207282,deposit,1730.14,2026-08-05T13:29:16.351823+00:00,card,Funds transfer in via card,13438.986341463413,93243.54,41,0.1287403644917761,0.018555065584168084,38,542925.88,0.0031866964971351153,1.0,1,2820.77,1,0
43,ACC000001,ACC198246,deposit,1960.44,2026-08-17T09:21:17.351979+00:00,card,Credit received via card,13160.204285714284,93243.54,42,0.1489672924095946,0.021024941781489635,20,105903.24,0.018511614942092424,0.0,1,2412.89,0,0
44,ACC000001,ACC538897,withdraw,3850.47,2026-08-20T13:43:08.352103+00:00,mobile,Funds transfer out via mobile,12899.744651162791,93243.54,43,0.29849195500570747,0.0412947642270982,19,103490.35,0.03720607766811108,0.0,0,0,0,0
45,ACC000001,ACC198246,withdraw,74203.24,2026-08-06T11:21:46.352236+00:00,mobile,Cash withdrawal via mobile,12694.079318181817,93243.54,44,5.8454999484459025,0.7958003310470625,38,498084.16,0.14897731339217857,0.0,3,141356.22,1,0
46,ACC000001,ACC133326,transfer,1681.07,2026-08-28T12:46:51.352389+00:00,card,Transfer via card,14060.949555555555,93243.54,45,0.11955593705517564,0.018028809288021454,9,20566.329999999998,0.08173893932461455,1.0,3,8280.31,0,0
47,ACC000001,ACC765213,transfer,2546.88,2026-08-21T12:37:18.352513+00:00,mobile,Wire transfer via mobile,13791.821739130435,93243.54,46,0.18466595988359832,0.027314278286731716,20,107830.49,0.023619293578281988,0.0,1,1485.59,2,0
48,ACC000001,ACC310026,deposit,896.81,2026-08-16T09:55:43.352650+00:00,online,Credit received via online,13552.56765957447,93243.54,47,0.0661727004451759,0.00961793170872749,25,118073.07,0.007595381402380745,1.0,0,0,1,0
49,ACC000001,ACC574012,withdraw,1711.98,2026-08-27T09:31:21.352794+00:00,card,Cash withdrawal via card,13288.906041666667,93243.54,48,0.12882776013557298,0.01836030678371928,11,23986.88,0.07137151642898118,0.0,1,1589.6,0,0
50,ACC000001,ACC139557,deposit,2452.77,2026-08-08T09:08:39.352928+00:00,mobile,Credit received via mobile,13052.64224489796,93243.54,49,0.1879136770916052,0.026304985846740698,37,359013.77,0.006831966361624513,1.0,0,0,1,0
51,ACC000002,ACC827213,withdraw,2859.6,2026-08-08T16:12:01.353125+00:00,online,Funds transfer out via online,302.56027832237584,605.1205566447517,0,9.451339798653663,4.725669899326832,0,0,1.0,1.0,0,0,0,0
52,ACC000002,ACC832052,transfer,1099.73,2026-08-16T17:19:10.353182+00:00,mobile,Wire transfer via mobile,2859.6,2859.6,1,0.38457476570149673,0.38457476570149673,0,0,1099.73,1.0,0,0,0,0
53,ACC000002,ACC832052,transfer,1878.33,2026-08-04T10:21:57.353239+00:00,online,Wire transfer via online,1979.665,2859.6,2,0.948812046482612,0.6568506084767101,2,3959.33,0.474406023241306,1.0,0,0,1,0
54,ACC000002,ACC771425,deposit,1151.26,2026-08-09T08:37:32.353298+00:00,online,Credit received via online,1945.8866666666665,2859.6,3,0.5916377452609436,0.4025947684990908,2,3959.33,0.2907714183965469,1.0,0,0,1,0
55,ACC000002,ACC673867,withdraw,11776.76,2026-08-31T09:41:53.353359+00:00,atm,Debit via atm,1747.23,2859.6,4,6.740245989366025,4.118324241152609,0,0,11776.76,1.0,0,0,0,0
56,ACC000002,ACC834764,deposit,1284.85,2026-08-11T08:19:26.353414+00:00,mobile,Cash deposit via mobile,3753.136,11776.76,5,0.3423403788192061,0.1091004656628818,2,12876.49,0.09978262709791255,0.0,0,0,1,0
57,ACC000002,ACC409698,withdraw,2003.5,2026-08-17T11:38:12.353480+00:00,mobile,Debit via mobile,3341.7549999999997,11776.76,6,0.5995352741299108,0.17012319177770457,2,12876.49,0.15559364392004343,1.0,0,0,0,0
58,ACC000002,ACC256389,deposit,9506.78,2026-08-22T11:00:00.353541+00:00,card,Credit received via card,3150.575714285714,11776.76,7,3.017473903862469,0.8072491924773877,1,11776.76,0.8072491924773877,0.0,0,0,0,0
59,ACC000002,ACC204657,deposit,9184.67,2026-08-04T12:41:14.353599+00:00,mobile,Cash deposit via mobile,3945.10125,11776.76,8,2.328120222516469,0.7798978666458347,8,31560.81,0.2910150278145586,1.0,1,1878.33,1,0
60,ACC000002,ACC245117,deposit,955.64,2026-08-22T14:47:07.353679+00:00,online,Cash deposit via online,4527.275555555556,11776.76,9,0.21108500869298874,0.08114625754451989,2,21283.54,0.04490042539915822,1.0,1,9506.78,0,0
61,ACC000002,ACC519692,deposit,3240.5,2026-08-02T17:17:56.353754+00:00,online,Funds transfer in via online,4170.112,11776.76,10,0.7770774501979802,0.2751605704794867,10,41701.12,0.07770774501979802,1.0,0,0,1,0
62,ACC000002,ACC161495,transfer,2863.03,2026-08-07T14:41:56.353835+00:00,online,Transfer via online,4085.6018181818185,11776.76,11,0.7007608982497738,0.24310846107078687,8,30638.12,0.09344666056533496,0.0,0,0,0,0
63,ACC000002,ACC817712,deposit,26313.45,2026-08-17T17:43:28.353912+00:00,card,Credit received via card,3983.7208333333333,11776.76,12,6.605244468895808,2.234353930962336,4,24242.68,1.085418361336288,0.0,1,2003.5,0,0
64,ACC000002,ACC944962,withdraw,490.79,2026-08-29T14:28:02.353983+00:00,card,Debit via card,5701.392307692308,26313.45,13,0.08608248187689646,0.01865167813418613,1,11776.76,0.04167445035816303,1.0,0,0,0,0
65,ACC000002,ACC772561,deposit,2533.64,2026-08-10T17:06:27.354056+00:00,mobile,Credit received via mobile,5329.206428571429,26313.45,14,0.4754253816133707,0.09628687990362342,8,53431.5,0.04741847037796056,0.0,0,0,1,0
66,ACC000002,ACC446968,transfer,2431.45,2026-08-16T15:54:31.354138+00:00,mobile,Transfer via mobile,5142.835333333333,26313.45,15,0.4727839493986002,0.09240331465467279,7,52146.65,0.04662715629863087,0.0,1,1099.73,0,0
67,ACC000002,ACC224473,withdraw,1473.06,2026-08-20T11:05:29.354231+00:00,mobile,Debit via mobile,4973.37375,26313.45,16,0.29618928197383115,0.055981256733723624,4,22729.97,0.06480694871132693,0.0,0,0,0,0
68,ACC000002,ACC633030,withdraw,3144.44,2026-08-31T16:35:00.354313+00:00,card,Debit via card,4767.472941176471,26313.45,17,0.6595611634922138,0.1194993434916364,1,11776.76,0.26700382787795623,1.0,1,11776.76,0,0
69,ACC000002,ACC729094,deposit,3529.71,2026-08-06T08:52:14.354384+00:00,card,Credit received via card,4677.304444444444,26313.45,18,0.7546461946030645,0.13414090512646573,15,69887.98,0.0505052514037464,1.0,0,0,1,0
70,ACC000002,ACC492052,deposit,9032.35,2026-08-29T11:00:21.354474+00:00,mobile,Cash deposit via mobile,4616.904736842105,26313.45,19,1.9563648190363128,0.34325981579762443,3,15411.99,0.5860599442382197,0.0,1,490.79,0,0
71,ACC000002,ACC964607,withdraw,2816.46,2026-08-09T14:06:16.354552+00:00,mobile,Debit via mobile,4837.677000000001,26313.45,20,0.582192651555695,0.10703499541109204,15,76057.3,0.03703076496273205,1.0,1,1151.26,1,0
72,ACC000002,ACC623059,deposit,2092.32,2026-08-31T17:07:49.354646+00:00,card,Cash deposit via card,4741.428571428572,26313.45,21,0.4412847243145526,0.07951522890384956,2,14921.2,0.14022464681124844,1.0,2,14921.2,0,0
73,ACC000002,ACC895667,withdraw,2572.35,2026-08-03T16:49:58.354722+00:00,card,Debit via card,4621.014545454545,26313.45,22,0.5566634717759736,0.09775799068537193,22,101662.32,0.025302885080726072,1.0,0,0,1,0
74,ACC000002,ACC832052,deposit,2773.0,2026-08-19T17:58:44.354811+00:00,mobile,Cash deposit via mobile,4531.942173913043,26313.45,23,0.6118789458440268,0.1053833685814669,8,38472.14,0.07207813238358979,1.0,0,0,0,0
75,ACC000002,ACC310647,deposit,2673.09,2026-08-16T12:53:44.354887+00:00,card,Credit received via card,4458.652916666667,26313.45,24,0.5995286132293134,0.10158645103549706,13,73093.27,0.036570945587740156,1.0,2,3531.18,2,0
76,ACC000002,ACC689593,deposit,2036.31,2026-08-28T10:32:34.354976+00:00,online,Credit received via online,4387.2303999999995,26313.45,25,0.4641447597554941,0.07738665967404502,5,26536.66,0.07673573087193339,1.0,0,0,0,0
77,ACC000002,ACC802812,transfer,1902.56,2026-08-23T14:51:00.355061+00:00,mobile,Transfer via mobile,4296.8103846153845,26313.45,26,0.4427842584844017,0.07230370779962338,6,28572.97,0.0665860076848854,1.0,0,0,1,0
78,ACC000002,ACC808340,withdraw,1024.04,2026-08-06T08:44:50.355155+00:00,atm,Cash withdrawal via atm,4208.134444444445,26313.45,27,0.24334773841456794,0.038916979719497063,23,96743.78,0.010585073272927728,1.0,1,3529.71,1,0
79,ACC000002,ACC678944,deposit,1108.2,2026-08-23T08:59:24.355294+00:00,card,Funds transfer in via card,4094.4167857142857,26313.45,28,0.27066125848902084,0.04211534405408641,9,40937.950000000004,0.02707023678518343,0.0,1,1902.56,0,0
80,ACC000002,ACC673167,withdraw,3529.96,2026-08-05T15:53:14.355387+00:00,mobile,Cash withdrawal via mobile,3991.443793103448,26313.45,29,0.8843817382820685,0.13415040597109082,25,98876.02,0.035700870645885625,0.0,0,0,1,0
81,ACC000002,ACC392670,transfer,3467.27,2026-08-11T09:11:11.355496+00:00,mobile,Transfer via mobile,3976.061,26313.45,30,0.8720364199643817,0.13176797417290398,19,84631.92,0.040968821220173195,0.0,1,1284.85,0,0
82,ACC000002,ACC895667,transfer,2830.72,2026-09-01T13:29:45.355633+00:00,online,Wire transfer via online,3959.6483870967745,26313.45,31,0.714891758880513,0.10757692358850701,2,5236.76,0.5405479724104216,1.0,0,0,0,0
83,ACC000002,ACC924451,withdraw,73691.34,2026-08-15T13:04:50.355741+00:00,online,Funds transfer out via online,3924.369375,26313.45,32,18.77788071363695,2.8005198862178844,18,83644.15000000001,0.8810100885716453,1.0,0,0,1,0
84,ACC000002,ACC688602,deposit,2093.22,2026-08-04T11:42:21.355854+00:00,card,Credit received via card,6038.52,73691.34,33,0.3466445420401025,0.028405237304681932,32,196030.66,0.010678023529584605,0.0,2,11063.0,1,0
85,ACC000002,ACC436526,withdraw,2446.94,2026-08-18T11:57:41.355996+00:00,online,Cash withdrawal via online,5922.481764705883,73691.34,34,0.4131612552329265,0.033205258582623146,14,75436.38,0.032437134443619904,1.0,0,0,0,0
86,ACC000002,ACC145981,withdraw,2136.2,2026-08-23T08:58:33.356117+00:00,card,Debit via card,5823.180571428572,73691.34,35,0.36684419687777886,0.0289884808717008,11,44876.87,0.04760135900743523,0.0,2,3010.76,0,0
87,ACC000002,ACC802897,transfer,2269.01,2026-08-02T09:10:49.356233+00:00,card,Transfer via card,5720.764444444444,73691.34,36,0.3966270630498489,0.030790727919997117,36,205947.52,0.011017418418051358,1.0,1,3240.5,1,0
88,ACC000002,ACC447828,withdraw,4235.17,2026-08-15T14:41:52.356375+00:00,online,Cash withdrawal via online,5627.473783783784,73691.34,37,0.7525881350534466,0.05747174634088619,21,161918.63,0.02615616251199754,0.0,1,73691.34,0,0
89,ACC000002,ACC431773,deposit,2806.59,2026-08-30T17:52:14.356503+00:00,card,Funds transfer in via card,5590.834210526316,73691.34,38,0.5019984307021313,0.03808575064586965,4,19844.24,0.1414309643503606,0.0,0,0,0,0
90,ACC000002,ACC267414,transfer,77135.59,2026-08-09T17:04:48.356624+00:00,card,Transfer via card,5519.443333333334,73691.34,39,13.975248107749994,1.0467388705375693,28,180213.87,0.4280224934961998,1.0,2,3967.7200000000003,1,0
91,ACC000002,ACC132316,deposit,4217.66,2026-08-13T09:18:48.356753+00:00,card,Credit received via card,7309.847,77135.59,40,0.576983348625491,0.054678521289588895,23,168960.38999999998,0.024962418706538262,0.0,0,0,0,0
92,ACC000002,ACC111691,withdraw,259.64,2026-08-07T16:18:40.356894+00:00,card,Debit via card,7234.427804878048,77135.59,41,0.035889500455713895,0.0033660207953293674,32,267289.75,0.0009713803091962934,0.0,1,2863.03,1,0
93,ACC000002,ACC877446,transfer,2577.03,2026-08-14T17:25:34.357044+00:00,mobile,Payment via mobile,7068.361428571428,77135.59,42,0.3645866196914096,0.0334090917046204,23,168960.38999999998,0.015252273032750459,0.0,0,0,0,0
94,ACC000002,ACC803571,withdraw,26559.35,2026-08-05T16:09:10.357189+00:00,online,Cash withdrawal via online,6963.911860465117,77135.59,43,3.813854990150049,0.3443203066185142,37,278210.13,0.09546507167082664,1.0,1,3529.96,1,0
95,ACC000002,ACC803904,withdraw,1360.42,2026-08-23T09:16:06.357341+00:00,mobile,Cash withdrawal via mobile,7409.262727272727,77135.59,44,0.1836107113589636,0.01763673551988129,13,49819.66,0.027306890492628813,1.0,3,5146.96,0,0
96,ACC000002,ACC482199,deposit,2014.53,2026-08-22T15:28:21.357473+00:00,online,Funds transfer in via online,7274.843999999999,77135.59,45,0.2769172782261723,0.02611673807123275,14,51180.08,0.039361603186239644,0.0,2,10462.42,1,0
97,ACC000002,ACC447668,deposit,2327.28,2026-08-07T11:45:47.357613+00:00,online,Funds transfer in via online,7160.489347826087,77135.59,46,0.32501689297346115,0.030171286691396283,36,273501.37,0.008509207833218534,1.0,2,3122.67,1,0
98,ACC000002,ACC944962,transfer,918.45,2026-08-17T16:06:11.357785+00:00,mobile,Transfer via mobile,7057.655106382978,77135.59,47,0.13013529085168093,0.011906955012595354,21,89304.29000000001,0.010284500330275287,1.0,2,28316.95,0,0
99,ACC000002,ACC323095,withdraw,2528.64,2026-08-30T09:57:01.357923+00:00,atm,Debit via atm,6929.755,77135.59,48,0.364896017247363,0.0327817548293855,7,32173.97,0.07859272573449903,1.0,1,2806.59,1,0
100,ACC000002,ACC625465,withdraw,1528.54,2026-08-17T10:23:25.358051+00:00,mobile,Funds transfer out via mobile,6839.936326530612,77135.59,49,0.2234728405396303,0.01981627417382819,25,97855.92,0.015620311985212545,1.0,3,29235.4,1,0
101,ACC000003,ACC693868,transfer,39074.27,2026-08-25T17:43:10.358245+00:00,mobile,Wire transfer via mobile,119.9657749153017,239.9315498306034,0,325.71181261978455,162.85590630989228,0,0,1.0,1.0,0,0,0,0
102,ACC000003,ACC144887,deposit,316.57,2026-08-09T15:22:02.358295+00:00,mobile,Credit received via mobile,39074.27,39074.27,1,0.008101750845249316,0.008101750845249316,1,39074.27,0.008101750845249316,1.0,0,0,1,0
103,ACC000003,ACC439813,transfer,285.94,2026-08-20T15:58:29.358356+00:00,card,Wire transfer via card,19695.42,39074.27,2,0.014518096085282773,0.007317859041256562,1,39074.27,0.007317859041256562,1.0,0,0,0,0
104,ACC000003,ACC976052,deposit,214.02,2026-08-06T12:37:34.358415+00:00,mobile,Funds transfer in via mobile,13225.593333333332,39074.27,3,0.01618226075805547,0.005477261635342133,3,39676.78,0.005394086919351823,1.0,0,0,1,0
105,ACC000003,ACC245718,deposit,285.5,2026-08-16T14:22:52.358482+00:00,card,Cash deposit via card,9972.699999999999,39074.27,4,0.02862815486277538,0.007306598434212591,2,39360.21,0.007253518210395727,1.0,0,0,0,0
106,ACC000003,ACC534753,withdraw,12081.08,2026-08-24T11:09:11.358547+00:00,online,Debit via online,8035.259999999999,39074.27,5,1.5035082872240602,0.3091824876062944,1,39074.27,0.3091824876062944,0.0,0,0,0,0
107,ACC000003,ACC721121,deposit,377.83,2026-08-17T11:37:10.358607+00:00,branch,Credit received via branch,8709.563333333334,39074.27,6,0.043381049719675956,0.009669534453234827,4,51726.78999999999,0.007304338815534465,0.0,0,0,1,0
108,ACC000003,ACC854500,deposit,233.29,2026-08-31T10:16:59.358675+00:00,card,Funds transfer in via card,7519.315714285714,39074.27,7,0.031025429555614957,0.005970425039290562,0,0,233.29,0.0,0,0,0,0
109,ACC000003,ACC290719,withdraw,42366.36,2026-08-17T15:10:14.358741+00:00,card,Debit via card,6608.5625,39074.27,8,6.410828376065143,1.0842521178258737,5,52052.409999999996,0.8139173575248486,1.0,1,377.83,1,0
110,ACC000003,ACC312177,deposit,161.77,2026-08-22T15:38:37.358815+00:00,online,Credit received via online,10581.65111111111,42366.36,9,0.015287784326033558,0.00381835966082524,3,51388.64,0.003147972003150891,1.0,0,0,0,0
111,ACC000003,ACC223224,transfer,335.31,2026-08-29T10:30:57.358889+00:00,card,Payment via card,9539.662999999999,42366.36,10,0.03514904038014761,0.00791453407845281,1,233.29,1.4373097861031334,0.0,0,0,0,0
112,ACC000003,ACC941272,deposit,9055.2,2026-08-04T14:33:26.358957+00:00,atm,Funds transfer in via atm,8702.903636363637,42366.36,11,1.0404803245395424,0.21373561476605496,11,95731.94,0.09458912041268568,1.0,0,0,1,0
113,ACC000003,ACC946335,withdraw,209.98,2026-08-03T17:06:27.359038+00:00,online,Debit via online,8732.261666666667,42366.36,12,0.024046462189921396,0.0049562907929782025,12,104787.14,0.0020038718491601163,1.0,0,0,1,0
114,ACC000003,ACC821175,transfer,259.61,2026-08-10T08:36:33.359126+00:00,mobile,Payment via mobile,8076.701538461538,42366.36,13,0.032143072114739914,0.006127739083555916,10,95517.92,0.002717919318176108,1.0,0,0,0,0
115,ACC000003,ACC813666,deposit,263.5,2026-08-12T17:16:16.359215+00:00,card,Cash deposit via card,7518.337857142857,42366.36,14,0.03504764018414785,0.006219557214733576,9,95201.34999999999,0.002767817893338698,1.0,0,0,0,0
116,ACC000003,ACC839764,deposit,29971.01,2026-08-17T10:23:35.359301+00:00,card,Cash deposit via card,7034.682,42366.36,15,4.260464083522184,0.7074247114927975,9,95201.34999999999,0.31481706929576103,0.0,2,42744.19,0,0
117,ACC000003,ACC841122,deposit,244.74,2026-08-07T10:06:13.359380+00:00,card,Funds transfer in via card,8468.2025,42366.36,16,0.028901056629196106,0.005776753065403778,14,126226.06,0.001938902315417276,0.0,0,0,1,0
