transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,amount_to_sender_avg,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,sender_tx_count_24h,sender_volume_24h,same_day_count,rapid_transfer_count,is_new_recipient,unique_recipients_7d,hour,is_off_hours,counterparty_change_score_7d,is_cross_border,is_high_risk_country,cross_border_count_7d,cross_border_volume_7d,cross_border_ratio_7d,transaction_type_sequence_last_3,time_since_last_transaction_hours,recurring_pattern_score,amount_near_threshold_flag,same_day_cumulative_amount,structuring_pattern_score
17,ACC000001,2074.3,2699.5725,4593.63,0.7683809195715249,0.0,0.0,0.0,0.0,0.0,7,17913.17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-287.88777830666663,0.0,0.0,9026.32,0.0
18,ACC000001,3782.04,2662.791764705882,4593.63,1.4203288631613085,0.0,0.0,0.0,0.0,0.0,7,17913.17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-213.6563894038889,0.0,0.0,12471.5,0.0
19,ACC000001,2447.75,2724.972222222222,4593.63,0.8982660373704116,0.0,0.0,0.0,0.0,0.0,6,15604.78,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-139.3155560575,0.0,0.0,9285.36,0.0
20,ACC000001,708.19,2710.3815789473683,4593.63,0.2612879328507833,0.0,0.0,0.0,0.0,0.0,3,7353.65,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-89.60500048805555,0.0,0.0,7174.91,0.0
21,ACC000001,4114.26,2610.272,4593.63,1.576180566622942,0.0,0.0,0.0,0.0,0.0,10,24851.15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-259.0080560313889,0.0,0.0,8228.52,0.0
22,ACC000001,1482.56,2681.890476190476,4593.63,0.5528040809876473,0.0,0.0,0.0,0.0,0.0,15,37797.46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-426.1755560172222,0.0,0.0,2965.12,0.0
23,ACC000001,2296.58,2627.3754545454544,4593.63,0.8740966183675172,0.0,0.0,0.0,0.0,0.0,17,42877.37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-503.2536115583333,0.0,0.0,4593.16,0.0
24,ACC000001,1238.06,2612.993043478261,4593.63,0.4738091450683573,0.0,0.0,0.0,0.0,0.0,19,47135.25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-526.0825004313889,0.0,0.0,4437.42,0.0
25,ACC000001,2297.45,2555.704166666667,4593.63,0.8989498980222345,0.0,0.0,0.0,0.0,0.0,15,37797.46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-380.95361152666663,0.0,0.0,10592.5,0.0
26,ACC000001,2625.02,2545.374,4593.63,1.0312904901205089,0.0,0.0,0.0,0.0,0.0,18,45174.82,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-478.34583373333334,0.0,0.0,10282.81,0.0
27,ACC000001,1465.09,2548.4373076923075,4593.63,0.5748974069629699,0.0,0.0,0.0,0.0,0.0,10,24851.15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-213.57444482833336,0.0,0.0,10154.55,0.0
28,ACC000001,3793.17,2508.313333333333,4593.63,1.512239300246912,0.0,0.0,0.0,0.0,0.0,17,41560.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-381.6455559227778,0.0,0.0,12088.22,0.0
29,ACC000001,1435.42,2554.201071428572,4593.63,0.5619839471749832,0.0,0.0,0.0,0.0,0.0,22,55354.68,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-481.30888923916666,0.0,0.0,9093.21,0.0
30,ACC000001,3176.47,2515.6224137931035,4593.63,1.2626974471937773,0.0,0.0,0.0,0.0,0.0,17,44124.22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-359.0130558866667,0.0,0.0,11443.55,0.0
31,ACC000001,1340.28,2537.650666666667,4593.63,0.5281578026500101,0.0,0.0,0.0,0.0,0.0,6,11923.11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-92.61916697916666,0.0,0.0,7807.0,0.0
32,ACC000001,2452.74,2499.025806451613,4593.63,0.9814784599934424,0.0,0.0,0.0,0.0,0.0,27,64506.21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-575.9350002969444,0.0,0.0,7170.16,0.0
33,ACC000001,3687.87,2497.579375,4593.63,1.4765776963544952,0.0,0.0,0.0,0.0,0.0,21,51352.48,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-406.77527805555553,0.0,0.0,8604.689999999999,0.0
34,ACC000001,1708.76,2533.648787878788,4593.63,0.6744265456897054,0.0,0.0,0.0,0.0,0.0,12,27656.52,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-216.44166692333334,0.0,0.0,10398.22,0.0
35,ACC000001,2066.12,2509.387352941176,4593.63,0.8233563453559147,0.0,0.0,0.0,0.0,0.0,14,33479.54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-235.1683335675,0.0,0.0,4132.24,0.0
36,ACC000001,1790.18,2496.7225714285714,4593.63,0.7170119822226373,0.0,0.0,0.0,0.0,0.0,16,37619.96,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-285.72222243777776,0.0,0.0,8742.2,0.0
37,ACC000001,3226.48,2477.096388888889,4593.63,1.302525010521391,0.0,0.0,0.0,0.0,0.0,3,3643.59,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-66.27333353138889,0.0,0.0,6452.96,0.0
38,ACC000001,937.94,2497.35,4593.63,0.3755741085550684,0.0,0.0,0.0,0.0,0.0,26,63831.89,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-448.81277796083333,0.0,0.0,1875.88,0.0
39,ACC000001,2264.68,2456.3128947368423,4593.63,0.9219835163722604,0.0,0.0,0.0,0.0,0.0,34,80376.3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-573.6558334969444,0.0,0.0,6982.1,0.0
40,ACC000001,3594.9,2451.3992307692306,4593.63,1.4664686008210697,0.0,0.0,0.0,0.0,0.0,1,988.57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-0.5797223638888889,0.0,0.0,9268.09,0.0
41,ACC000001,1733.57,2479.98675,4593.63,0.6990238959946056,0.0,0.0,0.0,0.0,0.0,16,38252.78,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-214.06416679305553,0.0,0.0,10423.029999999999,0.0
42,ACC000001,1601.09,2461.781463414634,4593.63,0.6503786074411313,0.0,0.0,0.0,0.0,0.0,38,90927.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-650.5333334408333,0.0,0.0,3202.18,0.0
43,ACC000001,3606.14,2441.288809523809,4593.63,1.4771460000684649,0.0,0.0,0.0,0.0,0.0,11,26922.38,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-121.12472230694445,0.0,0.0,11073.55,0.0
44,ACC000001,3273.48,2468.3783720930232,4593.63,1.32616621382252,0.0,0.0,0.0,0.0,0.0,43,106140.27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-720.4411111783334,0.0,0.0,10776.47,0.0
45,ACC000001,1255.2,2486.6761363636365,4593.63,0.5047701957020941,0.0,0.0,0.0,0.0,0.0,24,60276.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-355.4161111544445,0.0,0.0,9522.28,0.0
46,ACC000001,2204.43,2459.31,4593.63,0.8963611744757676,0.0,0.0,0.0,0.0,0.0,27,67622.31999999999,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-377.8027777997222,0.0,0.0,10499.48,0.0
47,ACC000001,2078.29,2453.7691304347827,4593.63,0.8469786233033865,0.0,0.0,0.0,0.0,0.0,2,4583.47,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",0.0,0.0,0.0,7751.4800000000005,0.0
48,ACC000001,3087.54,2445.780212765957,4593.63,1.262394709011187,0.0,0.0,0.0,0.0,0.0,22,53649.52,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-287.4569444252778,0.0,0.0,10039.560000000001,0.0
49,ACC000001,3716.72,2459.150208333333,4593.63,1.511383886761018,0.0,0.0,0.0,0.0,0.0,3,6661.76,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-17.964999959722224,0.0,0.0,8422.01,0.0
50,ACC000001,1610.57,2484.814897959184,4593.63,0.6481649805475594,0.0,0.0,0.0,0.0,0.0,44,106875.81,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"withdraw,withdraw,deposit",-625.6777777202778,0.0,0.0,3221.14,0.0
51,ACC000002,1821.22,302.56027832237584,605.1205566447517,6.019362522067431,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.006779007402398662,"withdraw,deposit,withdraw",-482.8686112061111,0.0,0.0,6084.780000000001,0.0
52,ACC000002,1947.1,1821.22,1821.22,1.0691185029815178,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.04358686713550727,"withdraw,deposit,withdraw",-71.77000008388889,0.0,0.0,3894.2,0.0
53,ACC000002,1792.15,1884.16,1947.1,0.9511665675951088,0.0,0.0,0.0,0.0,0.0,2,3768.32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-551.8247222958333,0.0,0.0,3584.3,0.0
54,ACC000002,2159.11,1853.49,1947.1,1.1648889392443444,0.0,0.0,0.0,0.0,0.0,1,1947.1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0072328198055232815,"withdraw,deposit,withdraw",-365.2747222855556,0.0,0.0,5547.38,0.0
55,ACC000002,2869.31,1929.895,2159.11,1.4867700056220674,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.04430188873934825,"withdraw,deposit,withdraw",-47.163888942777774,0.0,0.0,7092.16,0.0
56,ACC000002,1535.69,2117.778,2869.31,0.7251421064908599,0.0,0.0,0.0,0.0,0.0,2,4816.41,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.016049721803570997,"withdraw,deposit,withdraw",-190.02222226583334,0.0,0.0,6422.049999999999,0.0
57,ACC000002,92907.26,2020.763333333333,2869.31,45.97631917971592,0.0,0.0,0.0,0.0,0.0,5,10332.43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.006727828640328369,"withdraw,deposit,withdraw",-505.1516667,0.0,0.0,246243.72999999998,0.0
58,ACC000002,1583.45,15004.548571428571,92907.26,0.105531332213165,0.0,0.0,0.0,0.0,0.0,3,6352.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.015672698421401468,"withdraw,deposit,withdraw",-237.36416668916667,0.0,0.0,3166.9,0.0
59,ACC000002,932.24,13326.91125,92907.26,0.0699516926699725,0.0,0.0,0.0,0.0,0.0,4,7935.55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.013466864584830854,"withdraw,deposit,withdraw",-267.8127777886111,0.0,0.0,17675.57,0.0
60,ACC000002,1236.5,11949.725555555557,92907.26,0.1034751797647049,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.011590160729446308,"withdraw,deposit,withdraw",0.0,0.0,0.0,57893.770000000004,0.0
61,ACC000002,3792.55,10878.403,92907.26,0.3486311363901485,0.0,0.0,0.0,0.0,0.0,10,108784.03,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-671.4672222113888,0.0,0.0,10291.77,0.0
62,ACC000002,59195.36,10234.234545454545,92907.26,5.78405348608032,0.0,0.0,0.0,0.0,0.0,9,106991.88,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.006727828640328369,"withdraw,deposit,withdraw",-504.06416664333335,0.0,0.0,212531.83000000002,0.0
63,ACC000002,850.89,14314.328333333331,92907.26,0.0594432361886347,0.0,0.0,0.0,0.0,0.0,10,166187.24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-525.7511110752778,0.0,0.0,56802.869999999995,0.0
64,ACC000002,2050.86,13278.67923076923,92907.26,0.1544475895801268,0.0,0.0,0.0,0.0,0.0,1,1236.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.011590160729446308,"withdraw,deposit,withdraw",-2.885555506388889,0.0,0.0,58708.130000000005,0.0
65,ACC000002,702.89,12476.692142857142,92907.26,0.0563362461742234,0.0,0.0,0.0,0.0,0.0,8,14314.26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0072328198055232815,"withdraw,deposit,withdraw",-362.6819443838889,0.0,0.0,4091.16,0.0
66,ACC000002,1935.25,11691.772,92907.26,0.1655223861703769,0.0,0.0,0.0,0.0,0.0,4,8103.77,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.03723269623230799,"withdraw,deposit,withdraw",-116.31611103750001,0.0,0.0,3870.5,0.0
67,ACC000002,3226.29,11081.989375,92907.26,0.2911291367304708,0.0,0.0,0.0,0.0,0.0,16,177311.83,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-648.4583332475,0.0,0.0,7974.929999999999,0.0
68,ACC000002,1522.35,10619.889411764703,92907.26,0.1433489503491007,0.0,0.0,0.0,0.0,0.0,17,180538.12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-650.5322221208332,0.0,0.0,6270.99,0.0
69,ACC000002,2605.38,10114.470555555556,92907.26,0.2575893602823282,0.0,0.0,0.0,0.0,0.0,15,173519.28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-604.6483332152777,0.0,0.0,5210.76,0.0
70,ACC000002,1671.41,9719.255263157896,92907.26,0.1719689374077557,0.0,0.0,0.0,0.0,0.0,2,3287.36,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.011590160729446308,"withdraw,deposit,withdraw",-4.806944311666666,0.0,0.0,58328.68000000001,0.0
71,ACC000002,2512.02,9316.863,92907.26,0.2696207940376497,0.0,0.0,0.0,0.0,0.0,9,15761.81,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.013466864584830854,"withdraw,deposit,withdraw",-268.3077776327778,0.0,0.0,19255.35,0.0
72,ACC000002,2039.12,8992.822857142857,92907.26,0.2267497127868319,0.0,0.0,0.0,0.0,0.0,7,13246.12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.016049721803570997,"withdraw,deposit,withdraw",-188.78611094888888,0.0,0.0,6925.48,0.0
73,ACC000002,1344.31,8676.745454545455,92907.26,0.1549325155431131,0.0,0.0,0.0,0.0,0.0,18,179741.83,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-573.5633331561111,0.0,0.0,5217.87,0.0
74,ACC000002,3021.17,8357.943913043478,92907.26,0.36147287316503,0.0,0.0,0.0,0.0,0.0,13,23174.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.007210961720800465,"withdraw,deposit,withdraw",-404.44833313972225,0.0,0.0,50733.909999999996,0.0
75,ACC000002,26559.35,8135.578333333334,92907.26,3.26459274458464,0.0,0.0,0.0,0.0,0.0,21,186712.69,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-621.7216664580556,0.0,0.0,53118.7,0.0
76,ACC000002,1311.55,8872.529199999999,92907.26,0.1478214351776943,0.0,0.0,0.0,0.0,0.0,8,15285.24,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.01597601943909368,"withdraw,deposit,withdraw",-196.6061108861111,0.0,0.0,6197.91,0.0
77,ACC000002,3251.83,8581.722307692307,92907.26,0.3789251019093442,0.0,0.0,0.0,0.0,0.0,10,18180.24,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4276.25,0.015848181518224105,"withdraw,deposit,withdraw",-214.40194420444445,0.0,0.0,6503.66,0.0
78,ACC000002,357.3,8384.318888888889,92907.26,0.0426152684237121,0.0,0.0,0.0,0.0,0.0,20,185534.23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.006727828640328369,"withdraw,deposit,withdraw",-503.57638863222223,0.0,0.0,153693.77,0.0
79,ACC000002,22600.15,8097.639642857143,92907.26,2.790955265579816,0.0,0.0,0.0,0.0,0.0,4,7828.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.011139619309528897,"withdraw,deposit,withdraw",-24.95999972583333,0.0,0.0,46224.72,0.0
80,ACC000002,13299.07,8597.726206896552,92907.26,1.54681245715086,0.0,0.0,0.0,0.0,0.0,14,47476.48,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.013466864584830854,"withdraw,deposit,withdraw",-260.6416663788889,0.0,0.0,30042.399999999998,0.0
81,ACC000002,55101.09,8754.437666666667,92907.26,6.294075313346796,0.0,0.0,0.0,0.0,0.0,24,223582.9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-529.7330552508333,0.0,0.0,111053.06999999999,0.0
82,ACC000002,3636.22,10249.490967741936,92907.26,0.3547707892464337,0.0,0.0,0.0,0.0,0.0,15,60775.55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.011196125592029914,"withdraw,deposit,withdraw",-315.6811107827778,0.0,0.0,7272.44,0.0
83,ACC000002,1024.42,10042.82625,92907.26,0.1020051501936519,0.0,0.0,0.0,0.0,0.0,5,30428.230000000003,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1024.42,0.011139619309528897,"withdraw,deposit,withdraw",-25.487221875555555,0.0,0.0,24648.989999999998,0.0
84,ACC000002,1353.54,9769.541212121212,92907.26,0.1385469358909754,0.0,0.0,0.0,0.0,0.0,6,31452.65,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.01098298121436551,"withdraw,deposit,withdraw",-45.19305519277778,0.0,0.0,5576.39,0.0
85,ACC000002,1700.65,9522.01176470588,92907.26,0.1786019637471567,0.0,0.0,0.0,0.0,0.0,34,323748.4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.0067098754664373554,"withdraw,deposit,withdraw",-674.3174996188889,0.0,0.0,8199.87,0.0
86,ACC000002,526.27,9298.544285714286,92907.26,0.0565970310867399,0.0,0.0,0.0,0.0,0.0,20,69651.73,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.007976180741477325,"withdraw,deposit,withdraw",-361.65527737555556,0.0,0.0,3914.54,0.0
87,ACC000002,2128.37,9054.87,92907.26,0.2350525186998819,0.0,0.0,0.0,0.0,0.0,19,67316.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.008001963622460535,"withdraw,deposit,withdraw",-338.25499957805556,0.0,0.0,150077.78,0.0
88,ACC000002,1427.08,8867.667297297297,92907.26,0.1609307106543056,0.0,0.0,0.0,0.0,0.0,5,28583.34,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.42,0.011590160729446308,"withdraw,deposit,withdraw",-3.5913884463888888,0.0,0.0,58084.350000000006,0.0
89,ACC000002,84732.72,8671.862368421052,92907.26,9.770994556896769,0.0,0.0,0.0,0.0,0.0,20,70345.18000000001,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4276.25,0.011196125592029914,"withdraw,deposit,withdraw",-334.7038884202778,0.0,0.0,232682.13,0.0
