transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,same_day_count,same_day_total,is_new_recipient,same_recipient_count,rapid_transfer_count,new_recipient_ratio_7d,hour,day_of_week,is_weekend,is_deposit,is_withdraw,is_transfer,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,unique_recipients_24h,unique_recipients_7d,recipient_concentration,amount_std_dev,amount_z_score,amount_change_vs_avg_7d,is_off_hours,time_since_last_tx,threshold_proximity_10k,threshold_proximity_5k,near_threshold_count_7d,near_threshold_ratio_7d,amount_clustering_score,counterparty_diversity_7d,counterparty_diversity_30d,pass_through_ratio_7d,rapid_counterparty_switch_count,single_counterparty_dominance_7d,inbound_aggregation_7d,outbound_diversification_7d,many_to_one_ratio_7d,concentration_index_7d,inbound_to_outbound_time_avg_7d,same_day_pass_through_count_7d,funds_through_ratio_7d,velocity_score_7d,amount_deviation_from_baseline_30d,frequency_deviation_from_baseline_30d,counterparty_change_score_7d,rolling_behavioral_change_7d,concurrent_suspicious_indicators,typology_aggregation_score,severity_index
4,ACC000001,61103.87,3929.6966666666667,4401.91,3,15.549258678998973,13.881217471506687,3,11789.09,5.183086226332991,0,0.0,1.0,1,0,0.0,14,4,0.0,1.0,0.0,0.0,10,10,0.0,3,10,0.10000000000000002,24260.090869708216,1.9251927064427252,3.2437604698260656,0.0,9770.997074,51103.87,56103.87,0,0.0,24260.090869708216,10,10,0.6,9,0.1,0.4,0.6,0.1,0.10000000000000002,0.0,0,18.01761291217319,2.5,1.9251927064427252,29.0,0.0,0.0,1,1.0,3.0
7,ACC000001,3157.73,12908.181666666665,61103.87,6,0.24463011766826442,0.05167806883590188,6,77449.09,0.04077168627804407,1,61103.87,0.0,1,0,0.0,17,4,0.0,1.0,0.0,0.0,11,11,0.0,4,11,0.09090909090909091,26745.605675510837,-0.5790383323893493,-0.8306344165488683,0.0,10656.000188,6842.27,1842.27,0,0.0,26745.605675510837,11,11,0.5454545454545454,10,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.0,0,1.9863707356765241,2.75,-0.5790383323893493,29.0,0.0,0.0,1,1.0,3.0
28,ACC000001,3626.64,11703.833703703704,86183.28,27,0.3098676973556401,0.04208055205139558,21,195483.19,0.01855218343838158,0,0.0,1.0,1,0,0.0,14,5,1.0,1.0,0.0,0.0,12,12,0.0,1,12,0.08333333333333333,25962.238471125074,-0.5287394619407457,-0.7910187335411637,0.0,77298.001541,6373.360000000001,1373.3600000000001,0,0.0,25962.238471125074,12,12,0.5,11,0.08333333333333333,0.5,0.5,0.08333333333333333,0.08333333333333333,0.0,0,1.899050920367103,2.4,-0.5287394619407457,28.999999999999996,0.0,0.0,1,1.0,3.0
36,ACC000001,2918.86,13101.217714285714,93243.54,35,0.22279303066746556,0.0313036163148675,26,327549.52999999997,0.008911201918073278,0,0.0,0.0,1,0,0.0,15,0,0.0,0.0,0.0,1.0,12,13,0.8461538461538461,0,12,0.08333333333333333,25879.75425745636,-0.5634034049015642,-0.8332042034099633,0.0,178066.000485,7081.139999999999,2081.14,0,0.0,25879.75425745636,12,13,0.4166666666666667,11,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0,1.7828905057409028,2.4,-0.5306955709419696,29.0,0.0,0.0,1,1.0,3.0
18,ACC000001,86183.28,6452.771176470588,61103.87,17,13.356010563997538,1.4104389787422629,13,39155.03,2.2010781245730113,1,8713.01,1.0,1,0,0.0,10,1,0.0,1.0,0.0,0.0,13,14,0.8571428571428571,1,12,0.08875739644970415,25166.192979775788,2.7737716984945315,4.262135035879262,0.0,67849.998813,76183.28,81183.28,0,0.0,25166.192979775788,12,13,0.46153846153846156,12,0.15384615384615385,0.5384615384615384,0.46153846153846156,0.15384615384615385,0.08875739644970415,233150.001575,0,1.821571708968228,2.1666666666666665,2.8871578732896346,29.0,0.0,0.0,2,1.0,4.0
20,ACC000001,2164.09,10472.752105263158,86183.28,19,0.20664004821735643,0.025110323023212856,15,128440.20999999999,0.01684900702046501,2,94896.29,0.0,2,0,0.0,12,1,0.0,0.0,1.0,0.0,14,15,0.8666666666666667,2,13,0.08163265306122448,30187.63383060058,-0.6360222616518719,-0.8987043549966472,0.0,4744.000159,7835.91,2835.91,0,0.0,30187.63383060058,13,14,0.42857142857142855,13,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.08163265306122448,233150.001575,0,0.8503614175638152,2.3333333333333335,-0.6054510938340739,29.0,0.0,0.0,1,1.0,3.0
16,ACC000001,8713.01,6666.582666666667,61103.87,15,1.3069679677963941,0.14259342329708413,11,29456.66,0.2957908330408132,0,0.0,0.0,1,0,0.0,13,1,0.0,1.0,0.0,0.0,15,16,0.875,3,14,0.07555555555555556,29554.66073122358,-0.38474766366218066,-0.5661736674240929,0.0,5304.999623,1286.9899999999998,3713.01,0,0.0,29554.66073122358,14,15,0.4666666666666667,14,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.07555555555555556,233150.001575,0,0.8637495285124899,2.5,-0.35343602059729523,29.0,0.0,0.0,1,1.0,3.0
11,ACC000001,2009.03,8962.703,61103.87,10,0.22415447661269153,0.032878932218204836,6,19084.95,0.10526776334231946,0,0.0,0.0,0,0,0.0,14,2,0.0,0.0,0.0,1.0,14,17,0.6470588235294118,0,13,0.08163265306122448,30031.311650253298,-0.6550634627320409,-0.9073387405682601,0.0,88485.999643,7990.97,2990.9700000000003,1,0.07142857142857142,30031.311650253298,13,16,0.35714285714285715,13,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.14285714285714285,0.08163265306122448,233150.001575,0,0.7818028139713336,2.3333333333333335,-0.5794271978944643,29.0,0.0,40.62600123121972,1,1.0,3.0
35,ACC000001,34787.27,12463.392647058823,93243.54,34,2.7911557458802583,0.37307967930003516,21,193692.85,0.17960017625844216,0,0.0,1.0,1,0,0.0,15,4,0.0,0.0,0.0,1.0,7,18,-0.2222222222222222,0,7,0.14285714285714285,28917.67833768098,0.6656247159195362,1.2387145333605951,0.0,175849.001701,24787.269999999997,29787.269999999997,1,0.14285714285714285,28917.67833768098,7,17,0.42857142857142855,6,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,155112.75039475,0,0.0697475803166502,1.1666666666666667,0.6274574669511882,29.0,0.058823529411764705,1.0812123190823442,1,1.0,3.0
34,ACC000001,93243.54,10015.509393939394,86183.28,33,9.309914886248693,1.081921458547412,20,100449.31,0.9282646142616608,0,0.0,1.0,1,0,0.0,17,5,1.0,0.0,1.0,0.0,6,19,-0.3684210526315789,0,6,0.16666666666666666,30585.789063781278,2.3032793602205444,3.0903603085756424,0.0,96354.999938,83243.54,88243.54,1,0.16666666666666666,30585.789063781278,6,18,0.6666666666666666,5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,93510.499534,0,0.44131598822251117,1.2,2.7542524125130323,29.000000000000004,0.05555555555555555,1.2132166231576325,2,1.0,4.0
33,ACC000001,2833.98,10239.9321875,86183.28,32,0.27675769215146473,0.0328831764119444,19,97615.33,0.029032120262257988,0,0.0,1.0,1,0,0.0,13,6,1.0,0.0,0.0,1.0,7,20,-0.3,1,6,0.18367346938775508,37543.93368089993,-0.7997533989546736,-0.9137555893189382,0.0,72370.999937,7166.02,2166.02,1,0.14285714285714285,37543.93368089993,6,18,0.7142857142857143,6,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.18367346938775508,93510.499534,0,1.4238996066126504,1.4,-0.618784581876336,29.0,0.05555555555555555,1.4892185500073662,2,1.0,4.0
49,ACC000001,2658.33,11659.626875,93243.54,48,0.22799443142557682,0.028509535352261403,28,117769.57,0.022572299448830456,1,2077.44,1.0,1,0,0.0,9,0,0.0,1.0,0.0,0.0,8,21,-0.2,1,7,0.15625,36496.04161770758,-0.7246896191385177,-0.9086692697961538,0.0,72086.001122,7341.67,2341.67,1,0.125,36496.04161770758,7,19,0.75,7,0.25,0.25,0.75,0.25,0.15625,93510.499534,0,1.4537635770587027,1.3333333333333333,-0.6041712958445835,29.000000000000004,0.05555555555555555,1.4102159261111418,2,1.0,4.0
38,ACC000001,2077.44,12551.59108108108,93243.54,37,0.16551208421148375,0.022279720396715958,21,103396.7,0.020091937170141794,0,0.0,0.0,1,0,0.0,13,0,0.0,0.0,0.0,1.0,9,22,-0.14285714285714285,2,8,0.13580246913580246,35398.48945509077,-0.6805514188051799,-0.9206112281873077,0.0,14179.999185,7922.5599999999995,2922.56,1,0.1111111111111111,35398.48945509077,8,20,0.6666666666666666,8,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.13580246913580246,93510.499534,0,1.414149017237728,1.5,-0.6046816879005171,29.0,0.05263157894736842,1.3678062435578158,1,1.0,3.0
44,ACC000001,3051.59,11093.038139534883,93243.54,43,0.2750905533376224,0.03272709294391869,23,106477.38,0.028659514349432716,0,0.0,0.0,0,0,0.0,9,1,0.0,1.0,0.0,0.0,9,23,-0.18181818181818182,2,9,0.1111111111111111,35460.82547817723,-0.6492474667652475,-0.8829662355179063,0.0,70154.000449,6948.41,1948.4099999999999,1,0.1111111111111111,35460.82547817723,9,21,0.6666666666666666,8,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.1111111111111111,67066.99941766667,1,1.4055239003544884,1.5,-0.5540167354748429,29.0,0.05,1.4090659444070255,1,1.0,3.0
1,ACC000001,4401.91,383.6977248919248,767.3954497838496,0,11.472338026606426,5.736169013303213,0,0.0,1.0,0,0.0,1.0,0,0,0.0,13,2,0.0,0.0,0.0,1.0,7,24,-0.3333333333333333,0,6,0.18367346938775508,31871.986301344794,-0.4923616663656811,-0.7809390622202942,0.0,101773.996881,5598.09,598.0900000000001,0,0.0,31871.986301344794,6,21,0.7142857142857143,6,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.18367346938775508,14179.999185,1,23.63452727884103,1.1666666666666667,-0.49286837093560887,28.999999999999996,0.05555555555555555,1.0612918500706237,2,1.0,4.0
12,ACC000001,1193.92,8330.550909090909,61103.87,11,0.14331825266167053,0.01953918794341504,5,14683.039999999999,0.08131286164173088,0,0.0,0.0,0,0,0.0,16,3,0.0,1.0,0.0,0.0,7,25,-0.2222222222222222,0,6,0.18367346938775508,31688.483640449773,-0.6072355655778917,-0.9415784494337316,0.0,96752.000858,8806.08,3806.08,0,0.0,31688.483640449773,6,21,0.7142857142857143,6,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.18367346938775508,57976.998032999996,1,24.05360145150895,1.1666666666666667,-0.5916969312521219,29.0,0.06666666666666667,1.0015911671820024,2,1.0,4.0
45,ACC000001,1272.72,10910.277954545454,93243.54,44,0.11665330666206884,0.01364941742881062,21,99998.03,0.012727450730779397,0,0.0,0.0,0,0,0.0,13,4,0.0,0.0,1.0,0.0,8,26,0.0,1,7,0.15625,30317.291508209364,-0.5527630162959037,-0.9294148867803902,0.0,76385.00233,8727.28,3727.2799999999997,0,0.0,30317.291508209364,7,22,0.625,7,0.25,0.375,0.625,0.25,0.15625,57976.998032999996,1,19.893876451366193,1.3333333333333333,-0.5735742702196145,29.0,0.07142857142857142,0.9791070148044189,1,1.0,3.0
2,ACC000001,3057.19,4401.91,4401.91,1,0.6945144266920497,0.6945144266920497,0,0.0,3057.19,0,0.0,1.0,0,0,0.0,8,5,1.0,1.0,0.0,0.0,8,27,0.06666666666666667,1,7,0.15625,30026.591088379242,-0.3591646057408682,-0.7791315594576994,1.0,67071.996984,6942.8099999999995,1942.81,0,0.0,30026.591088379242,7,23,0.625,7,0.25,0.375,0.625,0.25,0.15625,57976.998032999996,1,15.039396915339868,1.3333333333333333,-0.49603379144323845,29.0,0.07692307692307693,1.0318207396882857,1,1.0,3.0
48,ACC000001,2538.25,11853.698723404255,93243.54,47,0.21413147568770347,0.027221724958104338,22,101672.48000000001,0.024964965937685397,3,6788.83,0.0,2,0,0.0,12,5,1.0,0.0,0.0,1.0,9,28,0.125,2,8,0.13580246913580246,28511.50211751888,-0.35442370523204086,-0.7992431186331527,0.0,15378.00324,7461.75,2461.75,0,0.0,28511.50211751888,8,24,0.5555555555555556,8,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.13580246913580246,57976.998032999996,1,10.423579690052133,1.5,-0.5036690363110271,29.0,0.07142857142857142,0.9797568800911262,1,1.0,3.0
13,ACC000001,2110.17,7735.831666666666,61103.87,12,0.27277868636834784,0.03453414652787131,5,14683.039999999999,0.14371478930793624,1,3057.19,0.0,0,0,0.0,15,5,1.0,0.0,1.0,0.0,10,29,0.25,2,9,0.12000000000000002,27217.741398335034,-0.3498716833492482,-0.8186030690403853,0.0,10651.997509,7889.83,2889.83,0,0.0,27217.741398335034,9,25,0.6,9,0.2,0.4,0.6,0.2,0.12000000000000002,72541.75046499999,2,10.678397715898857,1.6666666666666667,-0.5083887860890651,29.0,0.07142857142857142,0.8898819429368726,2,2.0,6.0
40,ACC000001,1621.47,12056.006923076924,93243.54,39,0.13449478009972557,0.01738962291650446,18,94966.89,0.017074056020998478,2,5167.360000000001,0.0,0,1,0.0,15,5,1.0,1.0,0.0,0.0,11,30,0.29411764705882354,3,10,0.10743801652892562,26095.093193417644,-0.35047644347376444,-0.8494063275082271,0.0,218.00189,8378.53,3378.5299999999997,0,0.0,26095.093193417644,10,26,0.6363636363636364,10,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.18181818181818182,0.10743801652892562,72541.75046499999,2,10.89024026631784,1.8333333333333333,-0.5157756969119877,29.0,0.06666666666666667,0.8531770469939789,2,2.0,6.0
5,ACC000001,2591.18,18223.24,61103.87,4,0.14219096055366662,0.04240615201623072,1,4329.99,0.5984263243102178,0,0.0,1.0,0,0,0.0,13,6,1.0,0.0,1.0,0.0,11,31,0.2222222222222222,2,11,0.09090909090909091,886.3631851486031,0.17292419059342906,0.06287101040870742,0.0,78588.997591,7408.82,2408.82,0,0.0,886.3631851486031,11,27,0.5454545454545454,10,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.09090909090909091,72541.75046499999,2,1.3153006691128857,1.8333333333333333,-0.4689300012624354,28.999999999999996,0.0625,0.023608692490300523,2,2.0,6.0
6,ACC000001,1964.95,15096.828,61103.87,5,0.13015648055339837,0.03215753764859738,2,6921.17,0.28390431097632335,1,2591.18,0.0,1,0,0.0,14,6,1.0,0.0,0.0,1.0,11,32,0.15789473684210525,3,11,0.09090909090909091,879.2194823640995,-0.5128226175690205,-0.1866368733247361,0.0,2357.00006,8035.05,3035.05,0,0.0,879.2194823640995,11,28,0.5454545454545454,10,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.09090909090909091,72541.75046499999,2,1.2943380099287718,1.8333333333333333,-0.48370002134028584,29.0,0.058823529411764705,0.024090817617259327,2,2.0,6.0
24,ACC000001,2136.46,11289.73,86183.28,23,0.18923924664274522,0.02478972719534462,10,77718.07,0.027489874619892128,0,0.0,0.0,0,0,0.0,8,0,0.0,0.0,0.0,1.0,12,33,0.2,2,12,0.08333333333333333,850.9627192969932,-0.2841487582437914,-0.10167096953234742,1.0,65562.00138,7863.54,2863.54,0,0.0,850.9627192969932,12,29,0.5833333333333334,11,0.08333333333333333,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.08333333333333333,74222.59990219999,3,1.4639861860565508,2.0,-0.46805787913544267,28.999999999999996,0.05555555555555555,0.023316575759386275,2,2.0,6.0
29,ACC000001,1007.02,11415.362500000001,86183.28,28,0.08821620863989206,0.011684633028587448,9,75800.27,0.013285176952535921,0,0.0,1.0,0,0,0.0,15,1,0.0,1.0,0.0,0.0,10,34,0.17647058823529413,0,10,0.10000000000000002,896.9850116339736,-1.4290116148819838,-0.5600269483603355,0.0,112140.000284,8992.98,3992.98,0,0.0,896.9850116339736,10,30,0.7,9,0.1,0.3,0.7,0.1,0.10000000000000002,85053.00114833332,2,2.897472661079117,1.6666666666666667,-0.5034691788616799,29.0,0.0,0.028143367129777115,2,2.0,6.0
9,ACC000001,2739.73,10710.76,61103.87,8,0.25579230605484576,0.04483725826203806,1,4329.99,0.6327335628950644,0,0.0,0.0,0,0,0.0,10,2,0.0,0.0,1.0,0.0,11,35,0.2222222222222222,1,11,0.09090909090909091,931.2490319151881,0.6093272960278718,0.2612147858736721,0.0,67415.998528,7260.27,2260.27,0,0.0,931.2490319151881,11,31,0.6363636363636364,10,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.09090909090909091,85053.00114833332,2,2.473347287633002,1.8333333333333333,-0.42646922920355806,29.0,0.0,0.029218418428973013,2,2.0,6.0
30,ACC000001,1833.02,11056.454137931034,86183.28,29,0.16578732902364376,0.021268858646363888,9,75800.27,0.02418223576248475,2,57396.39000000001,1.0,0,0,0.0,16,2,0.0,0.0,1.0,0.0,11,36,0.2222222222222222,1,11,0.09090909090909091,649.4125168333567,-0.2897499938017944,-0.09309739639977586,0.0,21061.001523,8166.98,3166.98,0,0.0,649.4125168333567,11,32,0.6363636363636364,10,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.09090909090909091,85053.00114833332,2,2.2317373103087386,2.2,-0.45542695799381633,29.0,0.0,0.020493644448306557,2,2.0,6.0
21,ACC000001,54656.66,10057.319,86183.28,20,5.434515898322406,0.6341909938911585,6,16215.57,3.3706283528731955,1,2739.73,1.0,0,0,0.0,17,2,0.0,1.0,0.0,0.0,12,37,0.2631578947368421,2,12,0.08333333333333333,623.9363704782368,84.3854531079461,26.25329260103847,0.0,3785.999436,44656.66,49656.66,0,0.0,623.9363704782368,12,33,0.6666666666666666,11,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.08333333333333333,85053.00114833332,2,2.498180126751555,2.0,1.6711989046003248,28.999999999999996,0.0,0.019689688454571343,2,2.0,6.0
22,ACC000001,2289.71,12181.097142857143,86183.28,21,0.1879723946986713,0.02656791433326743,6,68132.5,0.03360672219572157,0,0.0,0.0,1,0,0.0,11,3,0.0,0.0,0.0,1.0,13,38,0.3,2,13,0.07692307692307693,14042.719614860724,-0.2681735082590507,-0.6218852392586945,0.0,67025.000079,7710.29,2710.29,0,0.0,14042.719614860724,13,34,0.6153846153846154,12,0.07692307692307693,0.38461538461538464,0.6153846153846154,0.07692307692307693,0.07692307692307693,85053.00114833332,2,0.2792902916101823,2.1666666666666665,-0.4632690170585335,29.000000000000004,0.0,0.44314899299679483,2,2.0,6.0
50,ACC000001,2992.29,11475.92693877551,93243.54,49,0.2607449503612193,0.032091123953466374,11,26681.91,0.11214676910311143,1,3101.9,0.0,0,0,0.0,9,4,0.0,0.0,1.0,0.0,13,39,0.23809523809523808,1,13,0.07692307692307693,14016.54874595487,-0.2245629063278013,-0.5126473764926516,0.0,78437.00187,7007.71,2007.71,0,0.0,14016.54874595487,13,35,0.6923076923076923,12,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.07692307692307693,80659.250134,3,0.3227615965837586,2.1666666666666665,-0.4281849244453139,29.0,0.0,0.46232852767073357,2,2.0,6.0
19,ACC000001,3101.9,10882.24388888889,86183.28,18,0.2850423158744987,0.035991900053003324,4,10373.94,0.2990088625922263,0,0.0,0.0,0,0,0.0,14,4,0.0,0.0,1.0,0.0,13,40,0.18181818181818182,1,13,0.07692307692307693,13978.053954993356,-0.22680278303898174,-0.5054495996350172,0.0,19158.997888,6898.1,1898.1,0,0.0,13978.053954993356,13,36,0.6923076923076923,12,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.07692307692307693,80659.250134,3,0.35125850273622133,2.1666666666666665,-0.4174424044279174,29.0,0.0,0.48093111583422643,2,2.0,6.0
3,ACC000001,4329.99,3729.55,4401.91,2,1.160995294338459,0.9836616377890507,0,0.0,4329.99,0,0.0,1.0,0,0,0.0,12,5,1.0,0.0,1.0,0.0,13,41,0.18181818181818182,1,12,0.08875739644970415,13977.267982346557,-0.1391982161097646,-0.3100278110057744,0.0,76461.99882,5670.01,670.0100000000002,0,0.0,13977.267982346557,12,36,0.7692307692307693,12,0.15384615384615385,0.23076923076923078,0.7692307692307693,0.15384615384615385,0.08875739644970415,102419.66576533334,2,0.4241528563685353,2.1666666666666665,-0.36174709483958817,29.0,0.0,0.4902326059404015,3,2.0,7.0
47,ACC000001,1595.65,12076.699782608694,93243.54,46,0.13212632827867837,0.017112713652870752,9,22796.55,0.06999524050788387,2,7277.379999999999,1.0,0,0,0.0,12,5,1.0,0.0,0.0,1.0,13,42,0.13043478260869565,2,12,0.08875739644970415,13948.539832912422,-0.3453965060707707,-0.75120165566111,0.0,2509.003075,8404.35,3404.35,0,0.0,13948.539832912422,12,37,0.7692307692307693,12,0.15384615384615385,0.23076923076923078,0.7692307692307693,0.15384615384615385,0.08875739644970415,102419.66576533334,2,0.4554304213221053,2.1666666666666665,-0.46868264810159777,29.000000000000004,0.0,0.5124796958268434,3,2.0,7.0
