transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count,hour,is_off_hours,is_cross_border,is_high_risk_country,cross_border_count_7d,cross_border_volume_7d,cross_border_ratio_7d,time_since_last_transaction_hours,recurring_pattern_score,amount_near_threshold_flag,same_day_cumulative_amount,structuring_pattern_score,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,unique_recipients_7d,counterparty_change_score_7d
25,ACC000001,9027.87,9268.85375,9993.77,24,0.9740006956092064,0.9033497869172497,19,175568.08000000002,0.051420907490701,1.0,0,0.0,1,0,8,0.0,0.0,1.0,0.0,0.0,0.0,-364.8144441175,0.0,1.0,9027.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,ACC000001,9326.49,9259.2144,9993.77,25,1.0072658000013477,0.9332304025407828,0,0.0,9326.49,0.0,0,0.0,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,46.00166701361111,0.0,1.0,9326.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,ACC000001,9101.5,9261.801923076924,9993.77,26,0.9826921451777636,0.9107173769258248,16,148827.11000000002,0.0611548527684237,1.0,0,0.0,1,0,9,0.0,0.0,1.0,0.0,0.0,0.0,-313.40527776388893,0.5,1.0,9101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,ACC000001,9480.17,9255.864814814817,9993.77,27,1.0242338441272572,0.9486079827732676,25,230279.16,0.0411681630243917,1.0,1,8678.1,1,0,14,0.0,0.0,1.0,0.0,0.0,0.0,-548.4758333022222,0.5,1.0,18158.27,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ACC000001,8844.63,9263.875714285716,9993.77,28,0.954744026451132,0.88501436394874,23,212123.8,0.0416956041707719,0.0,0,0.0,0,0,15,0.0,0.0,1.0,0.0,0.0,0.0,-451.90249994972226,0.5,1.0,8844.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,ACC000001,9996.82,9249.41896551724,9993.77,29,1.080805187576554,1.000305190133453,25,230445.69,0.0433803730501533,1.0,2,18577.120000000003,1,0,15,0.0,0.0,1.0,0.0,0.0,0.0,-475.5491665969444,0.5,1.0,28573.940000000002,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,ACC000001,8783.68,9274.332333333334,9996.82,30,0.947095670534702,0.8786474098763407,9,84072.01,0.104478053992048,0.0,0,0.0,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,-163.069444355,0.5,1.0,8783.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,ACC000001,9578.18,9258.504838709678,9996.82,31,1.0345277306497445,0.9581226830131984,31,287013.65,0.033371862279024,1.0,0,0.0,1,0,13,0.0,0.0,1.0,1.0,8783.68,0.030603701252536246,-645.8836110044444,0.5,1.0,9578.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,ACC000001,8806.31,9268.4946875,9996.82,32,0.9501337916152308,0.880911129739257,18,166712.29,0.0528234001224504,0.0,1,9101.5,0,0,9,0.0,0.0,1.0,1.0,8783.68,0.035243808044411386,-313.5291665391667,0.5,1.0,17907.809999999998,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,ACC000001,9086.64,9254.489090909092,9996.82,33,0.9818629543716276,0.9089530470689678,33,305398.14,0.0297534228597462,0.0,1,9578.18,1,0,15,0.0,0.0,1.0,1.0,8783.68,0.02876140633993383,-643.3149998541667,0.5,1.0,18664.82,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,ACC000001,9459.62,9249.552352941177,9996.82,34,1.0227111149862325,0.9462629116058908,34,314484.78,0.0300797386760656,0.0,2,18664.82,1,0,9,0.0,0.0,1.0,1.0,8783.68,0.027930381877304202,-649.9349998324999,0.5,1.0,28124.440000000002,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ACC000001,9160.5,9255.554285714286,9996.82,35,0.989730027745502,0.9163413965641074,19,175518.6,0.0521910498374531,0.0,0,0.0,0,0,12,0.0,0.0,1.0,1.0,8783.68,0.034040983209479424,-334.7927775883333,0.5,1.0,9160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,ACC000001,9696.33,9252.91388888889,9996.82,36,1.0479217807963797,0.9699414413783584,31,285351.27,0.033980328876756,1.0,0,0.0,1,0,8,0.0,0.0,1.0,1.0,8783.68,0.02636911075159807,-530.9677775691667,0.5,1.0,9696.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ACC000001,9867.57,9264.898108108107,9996.82,37,1.0650489497951918,0.9870708885425564,34,314676.79,0.031357794135373,0.0,0,0.0,1,0,15,0.0,0.0,1.0,1.0,8783.68,0.025623245284154904,-595.6202775472223,0.5,1.0,9867.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,ACC000001,8788.08,9280.757894736842,9996.82,38,0.9469140451324302,0.8790875498408494,21,193876.8,0.0453281671659528,0.0,1,9197.7,0,0,15,0.0,0.0,1.0,1.0,8783.68,0.032873915110051534,-355.5158330788889,0.5,1.0,17985.78,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,ACC000001,9850.7,9268.125128205127,9996.82,39,1.0628578988453616,0.9853833519059062,20,184679.1,0.0533395495213048,1.0,2,17907.809999999998,0,2,9,0.0,0.0,1.0,1.0,8783.68,0.031827109307638046,-313.37361083555555,0.5,1.0,27758.51,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ACC000001,8980.38,9282.6895,9996.82,40,0.9674329837273992,0.8983236669260825,31,285831.78,0.0314184098073349,0.0,3,28573.94,1,0,9,0.0,0.0,1.0,1.0,8783.68,0.02427450468423257,-481.7505552591667,0.5,1.0,37554.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ACC000001,8794.98,9275.316097560975,9996.82,41,0.9482135064176104,0.8797777693306471,6,55802.97,0.1576077402331811,0.0,2,18440.25,0,0,10,0.0,0.0,1.0,1.0,8783.68,0.07229299019688129,-48.37138856916667,0.5,1.0,27235.23,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ACC000001,8957.32,9263.879523809524,9996.82,42,0.9669080839165036,0.8960169333848164,8,73622.13,0.1216661348972109,1.0,3,27235.23,1,0,9,0.0,0.0,1.0,1.0,8783.68,0.06325274699318871,-49.30027744027778,0.5,1.0,36192.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ACC000001,9065.14,9256.75023255814,9996.82,43,0.9793004858352772,0.906802363151482,9,82579.45,0.1097747684199882,1.0,4,37060.41,1,0,15,0.0,0.0,1.0,1.0,8783.68,0.05587804147708908,-67.42277742166667,0.5,1.0,46125.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ACC000001,9683.62,9252.395454545454,9996.82,44,1.0466068001063116,0.9686700370717888,19,175133.36,0.0552928351286128,1.0,1,8874.45,1,0,8,0.0,0.0,1.0,1.0,8783.68,0.034034651978743065,-242.95833295833333,0.5,1.0,18558.07,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,ACC000001,9986.25,9261.978222222222,9996.82,45,1.0781983891994085,0.998942663767078,12,110889.45,0.0900559070317329,1.0,2,19244.86,0,0,15,0.0,1.0,0.0,1.0,8783.68,0.04525061195388123,-115.34583293749999,0.5,1.0,29231.11,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ACC000001,9771.84,9277.723260869563,9996.82,46,1.0532584045931246,0.9774948433601884,0,0.0,9771.84,1.0,0,0.0,0,0,15,0.0,0.0,1.0,1.0,9986.25,0.08261586075613213,28.640278194444445,0.5,1.0,9771.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,ACC000001,8643.83,9288.236382978725,9996.82,47,0.93062123352506,0.8646579612316717,43,398555.1,0.0216879171788292,1.0,2,19629.19,1,0,17,0.0,1.0,0.0,2.0,18769.93,0.0429963446556776,-598.0163888708333,0.0,1.0,28273.020000000004,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ACC000001,8673.96,9274.81125,9996.82,48,0.9352168757073088,0.8676719196704551,46,426153.14,0.0203540914892707,1.0,0,0.0,1,0,14,0.0,0.0,1.0,3.0,27413.760000000002,0.061577533451152446,-649.6755555105556,0.0,1.0,8673.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,ACC000001,9267.23,9262.548979591837,9996.82,49,1.000505370651046,0.9270177916577472,42,387569.74,0.0239111288719289,0.0,2,18158.27,0,0,17,0.0,0.0,1.0,3.0,27413.760000000002,0.06040070514375533,-574.3108332602778,0.0,1.0,27425.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,ACC000002,9868.57,306.9224985235594,613.8449970471188,0,32.153296182171175,16.076648091085588,0,0.0,1.0,1.0,0,0.0,0,0,13,0.0,0.0,1.0,0.0,0.0,0.0,999999.0,0.0,1.0,9868.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,ACC000002,9456.6,9868.57,9868.57,1,0.9582543367478774,0.9582543367478774,0,0.0,9456.6,1.0,0,0.0,0,0,9,0.0,0.0,1.0,0.0,0.0,0.0,235.7444444522222,0.0,1.0,9456.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,ACC000002,9360.28,9662.585,9868.57,2,0.9687138586620456,0.9484940573963604,1,9456.6,0.989814521075228,1.0,0,0.0,1,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-21.605555547222224,0.0,1.0,9360.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,ACC000002,9299.28,9561.816666666668,9868.57,3,0.9725432231322848,0.9423128173585434,2,18816.88,0.4941988257351909,1.0,0,0.0,1,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-117.79694442583333,0.5,1.0,9299.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,ACC000002,9949.59,9496.1825,9868.57,4,1.0477462917335465,1.0082099027518678,0,0.0,9949.59,1.0,0,0.0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,167.55277780666665,0.5,1.0,9949.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,ACC000002,8980.27,9586.864,9949.59,5,0.9367265458235352,0.9025768901030092,5,47934.32,0.187345309164707,1.0,0,0.0,1,0,14,0.0,0.0,1.0,0.0,0.0,0.0,-690.4152777688889,0.0,1.0,8980.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,ACC000002,9648.26,9485.765,9949.59,6,1.0171304054022,0.9697143299372136,3,28766.47,0.3353995120012987,1.0,1,9360.28,0,0,17,0.0,0.0,1.0,0.0,0.0,0.0,-183.52194442555555,0.0,1.0,19008.54,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,ACC000002,8608.54,9508.978571428572,9949.59,7,0.9053064885292622,0.8652155515955935,6,57582.58,0.1494990325199044,0.0,0,0.0,1,0,13,0.0,0.0,1.0,0.0,0.0,0.0,-451.3286110819444,0.0,1.0,8608.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,ACC000002,8558.78,9396.42375,9949.59,8,0.9108550473790628,0.8602143404904122,7,66191.12,0.1293040516613104,0.0,0,0.0,1,0,16,0.0,0.0,1.0,0.0,0.0,0.0,-472.70138884777776,0.0,1.0,8558.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,ACC000002,9164.93,9303.352222222222,9949.59,9,0.9851212531874712,0.9211364488385954,1,9949.59,0.9211364488385954,1.0,0,0.0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,-120.13361105833333,0.0,1.0,9164.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,ACC000002,9945.06,9289.51,9949.59,10,1.0705688459348233,0.999544704857185,9,83914.83,0.1185137358914985,1.0,0,0.0,1,0,14,0.0,0.0,1.0,0.0,0.0,0.0,-642.1986110477778,0.0,1.0,9945.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,ACC000002,9619.61,9349.105454545455,9949.59,11,1.0289337356145691,0.9668348142988809,9,83914.83,0.1146353987727795,0.0,0,0.0,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-573.681111035,0.0,1.0,9619.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,ACC000002,8723.58,9371.6475,9949.59,12,0.930848071270286,0.8767778370767036,2,19114.52,0.4563849890031243,0.0,1,9164.93,0,0,14,0.0,0.0,1.0,0.0,0.0,0.0,-114.23749991166667,0.0,1.0,17888.510000000002,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,ACC000002,9220.12,9321.796153846157,9949.59,13,0.9890926435025932,0.9266834110752304,7,65602.52,0.140545210763245,0.0,0,0.0,1,0,17,0.0,0.0,1.0,0.0,0.0,0.0,-375.18055545583337,0.0,1.0,9220.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,ACC000002,9972.53,9314.533571428572,9949.59,14,1.0706419085320351,1.0023056226437472,2,18673.17,0.5340566170607348,0.0,0,0.0,0,0,12,0.0,0.0,1.0,0.0,0.0,0.0,-92.85861099916667,0.0,1.0,9972.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,ACC000002,9378.27,9358.4,9972.53,15,1.0021232261925117,0.9404103071136412,12,111831.06,0.0838610489787005,1.0,0,0.0,1,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-549.1772220991667,0.5,1.0,9378.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,ACC000002,9626.88,9359.641875,9972.53,16,1.0285521741717278,0.9653397883987312,12,111831.06,0.0860841344077396,0.0,0,0.0,0,0,17,0.0,0.0,1.0,0.0,0.0,0.0,-495.21805541888887,0.5,1.0,9626.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,ACC000002,9924.7,9375.361764705882,9972.53,17,1.05859381739936,0.9952038249070196,9,84795.17,0.1170432230986741,0.0,1,9220.12,0,1,17,0.0,0.0,1.0,0.0,0.0,0.0,-375.0627776266667,0.5,1.0,19144.82,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ACC000002,8570.08,9405.880555555555,9972.53,18,0.9111406369006152,0.8593686857798372,18,169305.85,0.0506189242722563,0.0,0,0.0,1,0,12,0.0,0.0,1.0,0.0,0.0,0.0,-668.8327776130556,0.5,1.0,8570.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,ACC000002,9663.47,9361.89105263158,9972.53,19,1.03221346474478,0.969008867358634,4,37810.630000000005,0.2555754823445152,1.0,2,17888.510000000002,0,0,14,0.0,0.0,1.0,0.0,0.0,0.0,-114.75249982,0.5,1.0,27551.980000000003,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,ACC000002,9144.41,9376.97,9972.53,20,0.9751988115563984,0.9169598888145736,7,66578.96,0.1373468435073182,0.0,1,9456.6,1,0,13,0.0,0.0,1.0,0.0,0.0,0.0,-163.2652775847222,0.5,1.0,18601.010000000002,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,ACC000002,8909.45,9365.895714285714,9972.53,21,0.951265129549809,0.8933991675131586,21,196683.81,0.0452983395023718,0.0,1,8980.27,1,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-693.4130553491667,0.5,1.0,17889.72,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,ACC000002,9938.08,9345.148181818182,9972.53,22,1.0634480916349105,0.9965455105173912,9,85083.65,0.1168036397122126,1.0,0,0.0,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-237.44638866583335,0.5,1.0,9938.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,ACC000002,9660.42,9370.927826086956,9972.53,23,1.0308925838813048,0.9687030272157616,23,215531.34,0.0448214166904915,1.0,2,17889.72,1,0,10,0.0,0.0,1.0,0.0,0.0,0.0,-694.209721985,0.5,1.0,27550.14,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,ACC000002,9879.37,9382.99,9972.53,24,1.052902113292245,0.990658338455738,10,95021.73,0.1039695867461053,0.0,1,9938.08,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,-237.92888863416667,0.5,1.0,19817.45,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,ACC000002,8894.87,9402.8452,9972.53,25,0.945976437004408,0.8919371513547716,15,143213.77000000002,0.0621090416096161,0.0,2,19144.82,1,0,12,0.0,0.0,1.0,0.0,0.0,0.0,-380.86972193583335,0.5,1.0,28039.690000000002,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,ACC000002,9363.54,9383.307692307691,9972.53,26,0.9978933130026316,0.9389332496367522,18,169275.96000000002,0.0553152379109236,0.0,1,8608.54,1,0,10,0.0,0.0,1.0,0.0,0.0,0.0,-454.60861079555553,0.5,1.0,17972.08,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,ACC000002,9652.23,9382.575555555555,9972.53,27,1.0287399171845495,0.9678817712255564,5,47474.1,0.2033157026673491,1.0,3,27551.98,0,0,10,0.0,0.0,1.0,0.0,0.0,0.0,-118.10777743722221,0.5,1.0,37204.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,ACC000002,8668.82,9392.206071428573,9972.53,28,0.9229801746333974,0.8692698843723708,23,216916.49,0.0399638589025666,0.0,0,0.0,1,0,15,0.0,0.0,1.0,0.0,0.0,0.0,-617.6419440736111,0.5,1.0,8668.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,ACC000002,8914.99,9367.261724137932,9972.53,29,0.9517178298784478,0.893954693543163,1,9949.59,0.8960158157270802,1.0,0,0.0,0,0,17,0.0,0.0,1.0,0.0,0.0,0.0,-15.631944042499999,0.5,1.0,8914.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,ACC000002,9692.37,9352.186,9972.53,30,1.036374811193875,0.9719068280566716,27,253015.44,0.0383074250330335,0.0,1,8570.08,1,0,16,0.0,0.0,1.0,0.0,0.0,0.0,-664.0294440255556,0.0,1.0,18262.45,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,ACC000002,9677.02,9363.159677419357,9972.53,31,1.0335207700598728,0.9703675997966412,28,262707.81,0.0368356768685331,0.0,1,9945.06,1,0,8,0.0,0.0,1.0,0.0,0.0,0.0,-648.7758328908334,0.0,1.0,19622.08,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,ACC000002,9200.22,9372.9678125,9972.53,32,0.9815695715641292,0.9225562620518564,2,18864.58,0.4876981093668663,0.0,0,0.0,0,0,12,0.0,0.0,1.0,0.0,0.0,0.0,-67.99722175805556,0.0,1.0,9200.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,ACC000002,8827.37,9367.73303030303,9972.53,33,0.94231656383086,0.8851685580289054,2,18864.58,0.4679335559021192,1.0,1,8914.99,0,0,13,0.0,1.0,0.0,0.0,0.0,0.0,-19.13999952,0.0,1.0,17742.36,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
