transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,unique_recipients_7d,counterparty_change_score_7d,hour,is_off_hours,time_since_last_transaction_hours,same_day_count,same_day_total,rapid_transfer_count,recurring_pattern_score,is_cross_border,is_high_risk_country,cross_border_count_7d,cross_border_volume_7d,cross_border_ratio_7d,amount_near_threshold_flag,same_day_cumulative_amount,structuring_pattern_score
2,CUST00001,313.3,1636.253333333333,6844.42,30,0.1914740178782422,0.0457745141297582,-0.6968744409142695,-2075.7179999999994,2.0,15.0,-0.7142857142857143,0.0,0.0,1.0,1.0,2.0,0.06666666666666667,19.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,313.3,0.0
24,CUST00001,3961.76,1593.5774193548384,6844.42,31,2.4860794034116793,0.5788306386808525,1.2582589809815887,1731.084666666667,2.0,15.0,-0.7476190476190477,0.0,0.0,1.0,1.0,2.0,0.06451612903225806,5.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3961.76,0.0
7,CUST00001,1332.73,1667.583125,6844.42,32,0.7991985407024312,0.1947177408750486,-0.17644818894139339,-705.768,2.0,15.0,-0.780952380952381,0.0,0.0,1.0,1.0,2.0,0.0625,7.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1332.73,0.0
17,CUST00001,818.17,1657.436060606061,6844.42,33,0.4936359353137439,0.1195382515976518,-0.4488897809539285,-1176.2174999999997,3.0,16.0,-0.6714285714285715,1.0,1332.73,0.6139052921446955,1.0,3.0,0.09090909090909091,19.0,1.0,12.0,1.0,1332.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2150.9,0.0
46,CUST00001,6673.7,1632.7517647058826,6844.42,34,4.087394142980561,0.975057053775192,2.7286740013719064,4748.501764705882,3.0,17.0,-0.7047619047619047,2.0,2150.9,3.102747687014738,1.0,3.0,0.08823529411764706,22.0,1.0,3.0,2.0,2150.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8824.6,0.0
48,CUST00001,100.0,1776.7788571428573,6844.42,35,0.05628162424265034,0.0146104417905388,-0.8362326795752205,-1927.911176470588,4.0,17.0,-0.5952380952380953,3.0,8824.6,0.011331958389048795,1.0,4.0,0.11428571428571428,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
45,CUST00001,4068.67,1730.2016666666668,6844.42,36,2.351558248026964,0.5944506619991176,1.1714466534842203,2040.758823529412,5.0,17.0,-0.48571428571428565,3.0,7591.87,0.5359246140937608,1.0,5.0,0.1388888888888889,18.0,1.0,14.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4168.67,0.0
42,CUST00001,668.42,1793.4035135135136,6844.42,37,0.3727103214437654,0.0976591150163198,-0.5610206034037029,-1472.8666666666663,6.0,18.0,-0.3761904761904763,3.0,10842.369999999999,0.06164888303940928,1.0,6.0,0.16216216216216217,21.0,1.0,3.0,2.0,4168.67,0.0,0.0,0.0,1.0,1.0,4068.67,0.23996831618699585,0.0,4837.09,0.0
34,CUST00001,3513.23,1763.7986842105265,6844.42,38,1.991854303697089,0.5132984241177485,0.8804999166562755,1449.4626315789478,7.0,19.0,-0.2666666666666666,3.0,4837.09,0.7263106537194883,1.0,7.0,0.18421052631578946,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4068.67,0.23086682800473238,0.0,3513.23,0.0
32,CUST00001,2945.61,1808.6558974358975,6844.42,39,1.628618248598832,0.4303666344262918,0.574039187818266,809.3695000000002,7.0,20.0,-0.30000000000000004,0.0,0.0,1.0,1.0,7.0,0.1794871794871795,16.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4068.67,0.23689600883148215,0.0,2945.61,0.0
37,CUST00001,1940.58,1837.07975,6844.42,40,1.0563395519437846,0.283527311298839,0.0527055273366996,-234.20190476190464,8.0,21.0,-0.19047619047619047,1.0,2945.61,0.6588041186715146,1.0,8.0,0.2,17.0,0.0,1.0,1.0,2945.61,1.0,0.0,0.0,1.0,1.0,4068.67,0.20221485219325736,0.0,4886.1900000000005,0.0
50,CUST00001,299.98,1839.6041463414635,6844.42,41,0.16306769072932842,0.0438284032832584,-0.793737133796745,-1962.4485714285715,8.0,21.0,-0.2238095238095239,0.0,0.0,1.0,1.0,8.0,0.1951219512195122,11.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4068.67,0.19628499670500058,0.0,299.98,0.0
23,CUST00001,3858.55,1802.9464285714287,6844.42,42,2.1401356905858466,0.5637512017088373,1.0646355141800234,1685.3236363636365,5.0,22.0,-0.6857142857142856,0.0,0.0,1.0,1.0,5.0,0.11904761904761904,21.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,299.98,0.03202239154894095,0.0,3858.55,0.0
4,CUST00001,342.65,1850.7511627906977,6844.42,43,0.1851410426690357,0.0500626787952814,-0.7801029814376947,-1903.851304347826,4.0,23.0,-0.861904761904762,1.0,3858.55,0.08880278861230254,1.0,4.0,0.09302325581395349,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,299.98,0.03316631139493539,0.0,342.65,0.0
25,CUST00001,2982.18,1816.4761363636362,6844.42,44,1.641739156546235,0.4357096729890918,0.6057857348155037,815.0058333333332,5.0,24.0,-0.7523809523809523,2.0,4201.2,0.7098400457012282,1.0,5.0,0.11363636363636363,19.0,1.0,8.0,1.0,342.65,0.0,0.0,0.0,1.0,1.0,299.98,0.0319557021828265,0.0,3324.83,0.0
16,CUST00001,100.0,1842.3806666666665,6844.42,45,0.05427759952612038,0.0146104417905388,-0.9119900662386455,-2154.635333333333,0.0,15.0,-1.5,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
15,CUST00001,100.0,1804.5028260869562,6844.42,46,0.05541692623272242,0.0146104417905388,-0.8939768717144253,-2140.4153333333334,1.0,15.0,-1.3904761904761906,0.0,0.0,1.0,1.0,1.0,0.021739130434782608,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
41,CUST00001,3155.86,1768.2368085106382,6844.42,47,1.784749635801405,0.4610850882908998,0.7294722233847851,1049.220625,2.0,16.0,-1.2809523809523808,0.0,0.0,1.0,1.0,2.0,0.0425531914893617,14.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3155.86,0.0
30,CUST00001,1411.05,1797.145625,6844.42,48,0.7851617478132857,0.2061606388853986,-0.20399039738222569,-757.308235294118,3.0,17.0,-1.1714285714285715,0.0,0.0,1.0,1.0,3.0,0.0625,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1411.05,0.0
3,CUST00001,2105.47,1789.2661224489798,6844.42,49,1.1767226649986697,0.3076184687672585,0.16872332573123777,87.15352941176434,4.0,17.0,-1.061904761904762,1.0,1411.05,1.4921299741327378,1.0,4.0,0.08163265306122448,13.0,0.0,11.0,1.0,1411.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3516.5199999999995,0.0
92,CUST00002,4227.77,4227.77,4227.77,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,999999.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4227.77,0.0
80,CUST00002,6031.24,4227.77,4227.77,1,1.4265771316793485,1.4265771316793483,0.0,1803.4699999999993,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6031.24,0.0
100,CUST00002,2427.11,5129.505,6031.24,2,0.473166514117834,0.4024230506496177,-2.996883785147522,-2702.395,2.0,2.0,0.0,1.0,6031.24,0.4024230506496177,1.0,2.0,1.0,10.0,0.0,10.0,1.0,6031.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8458.35,0.0
62,CUST00002,11093.08,4228.706666666667,6031.24,3,2.623279615832106,1.8392701998262384,4.665261898753576,6864.373333333333,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,9.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2427.11,0.28694840010167466,0.0,11093.08,0.0
56,CUST00002,100.0,5944.8,11093.08,4,0.016821423765307496,0.0090146289398435,-1.8073067571951944,-5844.8,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,8.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
63,CUST00002,1206.24,4775.84,11093.08,5,0.25257127541961205,0.1087380601239691,-0.9597644990661051,-3569.6000000000004,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.4,11.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1206.24,0.0
83,CUST00002,4179.84,4180.906666666667,11093.08,6,0.9997448719257067,0.3767970662791578,-0.0002925169495337085,-1.066666666666606,3.0,6.0,0.0,1.0,1206.24,3.465181058495822,1.0,3.0,0.5,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4179.84,0.0
57,CUST00002,9042.23,4180.754285714286,11093.08,7,2.16282263487655,0.815123482387218,1.4400044192910397,4861.475714285713,3.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,0.42857142857142855,8.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9042.23,0.0
95,CUST00002,100.0,4788.43875,11093.08,8,0.020883633522512948,0.0090146289398435,-1.3230379227792508,-4688.43875,4.0,8.0,0.0,1.0,9042.23,0.011059218798902483,1.0,4.0,0.5,5.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
89,CUST00002,945.03,4267.501111111112,11093.08,9,0.22144809699977944,0.0851909478702037,-0.9098920505766036,-3322.471111111112,4.0,9.0,0.0,0.0,0.0,1.0,1.0,4.0,0.4444444444444444,20.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0068831130393005105,0.0,945.03,0.0
54,CUST00002,1715.92,3935.254,11093.08,10,0.4360379279202817,0.1546838209045639,-0.615684017584637,-2219.334,3.0,10.0,0.0,0.0,0.0,1.0,1.0,3.0,0.3,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.009913494843991332,0.0,1715.92,0.0
87,CUST00002,100.0,3733.4963636363636,11093.08,11,0.026784544635956645,0.0090146289398435,-1.039439711314507,-3633.4963636363636,4.0,11.0,0.0,0.0,0.0,1.0,1.0,4.0,0.36363636363636365,22.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.008472293060005862,0.0,100.0,0.0
53,CUST00002,539.32,3430.705,11093.08,12,0.15720384002704985,0.0486176967983643,-0.8274739109122428,-2891.3849999999998,3.0,12.0,0.0,0.0,0.0,1.0,1.0,3.0,0.25,9.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,539.32,0.0
91,CUST00002,197.53,3208.290769230769,11093.08,13,0.06156860902210571,0.017806596544873,-0.8740967713041842,-3010.760769230769,4.0,13.0,0.0,1.0,539.32,0.36625750945635244,1.0,4.0,0.3076923076923077,14.0,0.0,5.0,1.0,539.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,736.85,0.0
77,CUST00002,4424.88,2993.2364285714284,11093.08,14,1.478292846419702,0.3988865130333505,0.4200218196201989,1431.6435714285717,4.0,14.0,0.0,2.0,736.85,6.005129945036303,1.0,4.0,0.2857142857142857,21.0,1.0,7.0,2.0,736.85,0.0,0.0,0.0,1.0,1.0,197.53,0.07737869059883967,0.0,5161.7300000000005,0.0
72,CUST00002,188.82,3088.679333333333,11093.08,15,0.06113292434155785,0.0170214223642126,-0.8755006499797395,-2899.859333333333,4.0,15.0,0.0,0.0,0.0,1.0,1.0,4.0,0.26666666666666666,20.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,197.53,0.03754088484205765,0.0,188.82,0.0
65,CUST00002,4655.3,2907.438125,11093.08,16,1.6011690704509833,0.4196580210365381,0.532402123777684,1835.884000000001,4.0,15.0,0.0,0.0,0.0,1.0,1.0,4.0,0.25,10.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,197.53,0.036917700049527616,0.0,4655.3,0.0
74,CUST00002,100.0,3010.253529411765,11093.08,17,0.033219793290813295,0.0090146289398435,-0.9062273815679643,-2834.1587499999996,3.0,16.0,0.0,0.0,0.0,1.0,1.0,3.0,0.17647058823529413,20.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
76,CUST00002,11362.26,2848.572777777778,11093.08,18,3.9887553825687756,1.024265578180271,2.667766910749988,8594.816470588235,4.0,17.0,0.0,1.0,100.0,113.6226,1.0,4.0,0.2222222222222222,21.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11462.26,0.0
75,CUST00002,100.0,3296.661578947369,11362.26,19,0.030333717187898374,0.0088010659851121,-0.8777740138977406,-3021.903125,4.0,16.0,0.0,0.0,0.0,1.0,1.0,4.0,0.21052631578947367,5.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
81,CUST00002,8909.84,3136.8285000000005,11362.26,20,2.8403975544088556,0.7841608975679134,1.5959465202595133,5965.695882352942,3.0,17.0,0.0,0.0,0.0,1.0,1.0,3.0,0.15,1.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.00864882817027121,1.0,8909.84,0.0
61,CUST00002,100.0,3411.7338095238097,11362.26,21,0.029310610259467292,0.0088010659851121,-0.8859463446918019,-3175.5716666666663,4.0,18.0,0.0,1.0,8909.84,0.011223546101837968,1.0,4.0,0.19047619047619047,9.0,0.0,8.0,1.0,8909.84,0.0,0.0,0.0,1.0,1.0,100.0,0.0048846967336032944,0.0,9009.84,0.3333333333333333
51,CUST00002,8299.17,3261.2004545454547,11362.26,22,2.5448205701163307,0.7304154279166293,1.3554921221587592,5483.451764705882,2.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,0.09090909090909091,8.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8299.17,0.0
66,CUST00002,9791.54,3480.242608695652,11362.26,23,2.8134647784424827,0.861759896358647,1.6707977973774266,6617.771250000002,3.0,16.0,0.0,0.0,0.0,1.0,1.0,3.0,0.13043478260869565,12.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9791.54,0.0
52,CUST00002,5255.11,3743.213333333333,11362.26,24,1.4039034198781082,0.4625056986902253,0.3869685219081964,1692.0605882352938,3.0,17.0,0.0,1.0,9791.54,0.5366990279363613,1.0,3.0,0.125,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5255.11,0.0
55,CUST00002,100.0,3803.6892,11362.26,25,0.026290265776709624,0.0088010659851121,-0.9646186674106123,-3442.795,3.0,16.0,0.0,0.0,0.0,1.0,1.0,3.0,0.12,10.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
85,CUST00002,3219.01,3661.2396153846153,11362.26,26,0.8792131458628505,0.2833071941673575,-0.11541178892625241,-389.2413333333334,3.0,15.0,0.0,0.0,0.0,1.0,1.0,3.0,0.11538461538461539,16.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3219.01,0.0
84,CUST00002,3502.59,3644.8607407407403,11362.26,27,0.960966755423466,0.3082652570879385,-0.03782736167122082,-81.33374999999978,4.0,16.0,0.0,1.0,3219.01,1.0880954082155694,1.0,4.0,0.14814814814814814,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3502.59,0.0
59,CUST00002,100.0,3639.7796428571423,11362.26,28,0.02747419069619894,0.0088010659851121,-0.9584130603087238,-3479.1394117647055,5.0,17.0,0.0,2.0,6721.6,0.01487741014044275,1.0,5.0,0.17857142857142858,10.0,0.0,5.0,1.0,3502.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3602.59,0.0
60,CUST00002,3220.94,3517.7182758620684,11362.26,29,0.9156333018768144,0.2834770547408702,-0.08051138064181809,-164.91388888888878,4.0,18.0,0.0,1.0,100.0,32.2094,1.0,4.0,0.13793103448275862,10.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3220.94,0.0
