transaction_id,customer_id,sender_account,receiver_account,amount,transaction_type,channel,timestamp,description,destination_country,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max
3,CUST00301,CUST00301,ACC88463,1112.62,deposit,mobile,2024-03-13T12:00:00+00:00,Transaction 3,ZW,1184.8745945945946,2578.69,37,0.9390192051342644,0.4314671402921638
13,CUST00301,CUST00301,ACC82517,1287.45,transfer,online,2024-03-13T12:00:00+00:00,Transaction 13,ZW,1182.973157894737,2578.69,38,1.0883171705190624,0.49926513074468043
47,CUST00301,CUST00301,ACC52419,515.98,transfer,mobile,2024-03-14T22:00:00+00:00,Transaction 47,ZW,1185.6520512820514,2578.69,39,0.43518669700952173,0.20009384610015163
44,CUST00301,CUST00301,ACC13293,438.06,deposit,atm,2024-03-15T17:00:00+00:00,Transaction 44,ZW,1168.9102500000001,2578.69,40,0.3747593110762781,0.16987695302653671
20,CUST00301,CUST00301,ACC18231,1184.77,withdraw,mobile,2024-03-17T11:00:00+00:00,Transaction 20,ZW,1151.0846341463414,2578.69,41,1.029264021822896,0.4594464631266263
11,CUST00301,CUST00301,ACC72420,468.45,transfer,atm,2024-03-18T02:00:00+00:00,Transaction 11,ZW,1151.8866666666665,2578.69,42,0.40668063409015937,0.18166200667780927
46,CUST00301,CUST00301,ACC15665,724.64,transfer,mobile,2024-03-18T09:00:00+00:00,Transaction 46,ZW,1135.9927906976743,2578.69,43,0.6378913721406274,0.28101090088378206
36,CUST00301,CUST00301,ACC75991,1644.07,withdraw,online,2024-03-18T11:00:00+00:00,Transaction 36,ZW,1126.6438636363634,2578.69,44,1.459263262388514,0.6375601565135786
29,CUST00301,CUST00301,ACC53377,1421.88,transfer,card,2024-03-20T16:00:00+00:00,Transaction 29,ZW,1138.142222222222,2578.69,45,1.2492990526471992,0.5513962515851072
10,CUST00301,CUST00301,ACC57173,2324.02,transfer,online,2024-03-20T17:00:00+00:00,Transaction 10,FR,1144.3104347826086,2578.69,46,2.030934901368358,0.901240552373492
16,CUST00301,CUST00301,ACC80094,1254.52,deposit,online,2024-03-23T09:00:00+00:00,Transaction 16,ZW,1169.410638297872,2578.69,47,1.0727797053616754,0.48649508083561804
42,CUST00301,CUST00301,ACC93051,1370.57,withdraw,card,2024-03-26T20:00:00+00:00,Transaction 42,ZW,1171.1837500000001,2578.69,48,1.1702433542132051,0.5314985515901485
40,CUST00301,CUST00301,ACC38504,1229.84,transfer,mobile,2024-03-29T06:00:00+00:00,Transaction 40,ZW,1175.2528571428572,2578.69,49,1.0464471475439325,0.47692432979536115
64,CUST00302,CUST00302,ACC58591,7274.45,transfer,mobile,2024-01-02T19:00:00+00:00,Transaction 64,ZW,7274.45,7274.45,0,1.0,1.0
67,CUST00302,CUST00302,ACC62280,4214.87,transfer,card,2024-01-06T03:00:00+00:00,Transaction 67,ZW,7274.45,7274.45,1,0.5794073778773653,0.5794073778773653
60,CUST00302,CUST00302,ACC11296,7091.89,deposit,mobile,2024-01-10T14:00:00+00:00,Transaction 60,ZW,5744.66,7274.45,2,1.234518666030714,0.9749039446281162
72,CUST00302,CUST00302,ACC47640,4337.75,withdraw,branch,2024-01-13T06:00:00+00:00,Transaction 72,ZW,6193.736666666667,7274.45,3,0.7003445954273161,0.5962993765851714
65,CUST00302,CUST00302,ACC13454,3451.12,withdraw,mobile,2024-01-18T10:00:00+00:00,Transaction 65,ZW,5729.74,7274.45,4,0.6023170335826756,0.4744166225625305
76,CUST00302,CUST00302,ACC69546,4344.15,transfer,branch,2024-01-18T10:00:00+00:00,Transaction 76,ZW,5274.016,7274.45,5,0.8236891962405878,0.5971791681845362
57,CUST00302,CUST00302,ACC60540,3669.94,transfer,branch,2024-01-18T19:00:00+00:00,Transaction 57,ZW,5119.038333333333,7274.45,6,0.7169198120871011,0.5044972472145661
69,CUST00302,CUST00302,ACC41321,3395.38,withdraw,branch,2024-01-21T02:00:00+00:00,Transaction 69,ZW,4912.024285714286,7274.45,7,0.691238439084032,0.46675418760181187
73,CUST00302,CUST00302,ACC74366,5797.22,transfer,card,2024-01-25T15:00:00+00:00,Transaction 73,ZW,4722.44375,7274.45,8,1.2275889998689766,0.7969289774484669
86,CUST00302,CUST00302,ACC62138,6035.68,deposit,card,2024-01-25T15:00:00+00:00,Transaction 86,ZW,4841.863333333334,7274.45,9,1.246561413340181,0.8297094625710535
54,CUST00302,CUST00302,ACC42988,6236.1,transfer,card,2024-01-26T22:00:00+00:00,Transaction 54,ZW,4961.245000000001,7274.45,10,1.2569627180274305,0.857260686374915
59,CUST00302,CUST00302,ACC66510,6664.67,withdraw,mobile,2024-01-29T21:00:00+00:00,Transaction 59,NL,5077.140909090909,7274.45,11,1.3126817079404927,0.9161751060217611
62,CUST00302,CUST00302,ACC26465,4751.97,transfer,online,2024-02-03T08:00:00+00:00,Transaction 62,ZW,5209.435,7274.45,12,0.9121852945664932,0.6532411385053166
93,CUST00302,CUST00302,ACC33730,5955.07,deposit,branch,2024-02-03T21:00:00+00:00,Transaction 93,ZW,5174.245384615385,7274.45,13,1.1509059886696222,0.8186282124421778
80,CUST00302,CUST00302,ACC32921,3951.89,transfer,mobile,2024-02-04T05:00:00+00:00,Transaction 80,ZW,5230.018571428572,7274.45,14,0.7556168197162916,0.5432561911897119
83,CUST00302,CUST00302,ACC44224,4369.96,transfer,online,2024-02-05T06:00:00+00:00,Transaction 83,ZW,5144.81,7274.45,15,0.8493919114602871,0.60072720274385
75,CUST00302,CUST00302,ACC52037,5233.23,transfer,mobile,2024-02-06T03:00:00+00:00,Transaction 75,ZW,5096.381875,7274.45,16,1.0268520154800997,0.719398717428809
96,CUST00302,CUST00302,ACC67460,3068.33,withdraw,mobile,2024-02-06T07:00:00+00:00,Transaction 96,ZW,5104.431764705882,7274.45,17,0.6011109838348083,0.4217954621998914
89,CUST00302,CUST00302,ACC73909,3968.02,deposit,mobile,2024-02-06T20:00:00+00:00,Transaction 89,ZW,4991.315,7274.45,18,0.7949848887517619,0.5454735409549863
56,CUST00302,CUST00302,ACC55780,5501.24,transfer,mobile,2024-02-14T12:00:00+00:00,Transaction 56,ZW,4937.457368421053,7274.45,19,1.1141848100167473,0.7562413653265883
85,CUST00302,CUST00302,ACC54425,4770.27,transfer,online,2024-02-16T02:00:00+00:00,Transaction 85,ZW,4965.646500000001,7274.45,20,0.9606543679659838,0.6557567926097506
63,CUST00302,CUST00302,ACC89372,6126.12,deposit,mobile,2024-02-19T00:00:00+00:00,Transaction 63,ZW,4956.342857142858,7274.45,21,1.2360161870503596,0.8421420176095787
84,CUST00302,CUST00302,ACC80493,3383.68,transfer,online,2024-02-19T01:00:00+00:00,Transaction 84,ZW,5009.514545454545,7274.45,22,0.6754506787629213,0.4651458185842228
55,CUST00302,CUST00302,ACC55189,5621.31,withdraw,mobile,2024-02-20T12:00:00+00:00,Transaction 55,ZW,4938.826086956522,7274.45,23,1.1381874763409718,0.7727470805352983
92,CUST00302,CUST00302,ACC93996,5585.39,transfer,card,2024-02-21T18:00:00+00:00,Transaction 92,ZW,4967.262916666667,7274.45,24,1.1244401783644935,0.7678092501838628
87,CUST00302,CUST00302,ACC45048,3477.42,transfer,atm,2024-02-22T02:00:00+00:00,Transaction 87,ZW,4991.988,7274.45,25,0.6966002322120967,0.47803201616617064
66,CUST00302,CUST00302,ACC87054,5073.17,withdraw,mobile,2024-02-25T08:00:00+00:00,Transaction 66,ZW,4933.735384615385,7274.45,26,1.0282614701670882,0.6973956793984425
81,CUST00302,CUST00302,ACC55668,5461.09,withdraw,mobile,2024-02-26T07:00:00+00:00,Transaction 81,ZW,4938.89962962963,7274.45,27,1.1057301037740526,0.7507220477149475
52,CUST00302,CUST00302,ACC34180,4620.08,transfer,online,2024-02-28T07:00:00+00:00,Transaction 52,ZW,4957.549285714286,7274.45,28,0.9319282035810031,0.6351105581865296
77,CUST00302,CUST00302,ACC47362,3262.8,deposit,online,2024-02-29T13:00:00+00:00,Transaction 77,ZW,4945.912413793103,7274.45,29,0.6596962758379509,0.44852875475121834
91,CUST00302,CUST00302,ACC33544,3936.21,deposit,mobile,2024-03-01T10:00:00+00:00,Transaction 91,ZW,4889.808666666666,7274.45,30,0.8049824171716059,0.5411007017712679
70,CUST00302,CUST00302,ACC97628,4803.4,transfer,online,2024-03-04T02:00:00+00:00,Transaction 70,ZW,4859.047419354838,7274.45,31,0.9885476690074725,0.6603110888108379
94,CUST00302,CUST00302,ACC85207,4252.87,deposit,card,2024-03-07T14:00:00+00:00,Transaction 94,ZW,4857.3084375,7274.45,32,0.8755610344128986,0.5846311404985944
82,CUST00302,CUST00302,ACC67994,5232.46,transfer,online,2024-03-10T06:00:00+00:00,Transaction 82,ZW,4838.992121212121,7274.45,33,1.0813119486314269,0.7192928675020105
98,CUST00302,CUST00302,ACC72684,6535.72,transfer,branch,2024-03-10T08:00:00+00:00,Transaction 98,ZW,4850.564705882352,7274.45,34,1.3474142489170455,0.8984486799689324
71,CUST00302,CUST00302,ACC72907,4229.92,transfer,branch,2024-03-11T21:00:00+00:00,Transaction 71,ZW,4898.7119999999995,7274.45,35,0.8634759504130882,0.5814762628102469
74,CUST00302,CUST00302,ACC31531,3315.1,transfer,branch,2024-03-14T01:00:00+00:00,Transaction 74,ZW,4880.134444444444,7274.45,36,0.6793050555756547,0.45571830172727834
99,CUST00302,CUST00302,ACC43536,6980.57,transfer,branch,2024-03-14T16:00:00+00:00,Transaction 99,ZW,4837.836216216217,7274.45,37,1.4429116009759555,0.959601069496663
95,CUST00302,CUST00302,ACC75731,5139.53,transfer,branch,2024-03-17T20:00:00+00:00,Transaction 95,CA,4894.223947368421,7274.45,38,1.0501215423056964,0.7065180185443573
51,CUST00302,CUST00302,ACC60819,4188.15,withdraw,online,2024-03-18T15:00:00+00:00,Transaction 51,ZW,4900.513846153846,7274.45,39,0.8546348671756242,0.5757342479500168
79,CUST00302,CUST00302,ACC17350,3843.3,transfer,mobile,2024-03-20T06:00:00+00:00,Transaction 79,ZW,4882.70475,7274.45,40,0.7871252096494264,0.5283286021623629
90,CUST00302,CUST00302,ACC75910,4938.01,withdraw,card,2024-03-21T14:00:00+00:00,Transaction 90,ZW,4857.353414634146,7274.45,41,1.016605047745312,0.6788155805593551
61,CUST00302,CUST00302,ACC28548,5457.03,deposit,card,2024-03-24T04:00:00+00:00,Transaction 61,ZW,4859.273809523809,7274.45,42,1.1230134818302755,0.7501639299191004
97,CUST00302,CUST00302,ACC82634,4176.17,deposit,branch,2024-03-24T13:00:00+00:00,Transaction 97,ZW,4873.17511627907,7274.45,43,0.8569710507733056,0.5740873880499557
68,CUST00302,CUST00302,ACC37983,5349.38,deposit,branch,2024-03-25T05:00:00+00:00,Transaction 68,ZW,4857.334090909091,7274.45,44,1.1012995811862754,0.735365560282908
58,CUST00302,CUST00302,ACC26368,4256.89,withdraw,card,2024-03-26T07:00:00+00:00,Transaction 58,ZW,4868.268444444445,7274.45,45,0.8744156261263416,0.5851837595969456
78,CUST00302,CUST00302,ACC85087,5655.96,deposit,online,2024-03-26T07:00:00+00:00,Transaction 78,ZW,4854.977608695653,7274.45,46,1.164981685985477,0.7775103272412348
88,CUST00302,CUST00302,ACC92334,5374.16,withdraw,online,2024-03-27T20:00:00+00:00,Transaction 88,ZW,4872.019787234043,7274.45,47,1.1030661275394846,0.7387720033816989
100,CUST00302,CUST00302,ACC68085,4821.58,transfer,branch,2024-03-28T21:00:00+00:00,Transaction 100,ZW,4882.481041666667,7274.45,48,0.9875266199403658,0.6628102468227839
53,CUST00302,CUST00302,ACC92995,6120.94,withdraw,mobile,2024-03-30T10:00:00+00:00,Transaction 53,ZW,4881.238163265306,7274.45,49,1.2539728231382576,0.8414299362838428
122,CUST00303,CUST00303,ACC53167,20523.01,transfer,card,2024-01-02T11:00:00+00:00,Transaction 122,ZW,20523.01,20523.01,0,1.0,1.0
146,CUST00303,CUST00303,ACC76354,12753.01,transfer,online,2024-01-03T00:00:00+00:00,Transaction 146,ZW,20523.01,20523.01,1,0.6214005645370734,0.6214005645370734
110,CUST00303,CUST00303,ACC15449,12719.91,transfer,mobile,2024-01-04T11:00:00+00:00,Transaction 110,ZW,16638.01,20523.01,2,0.7645090969412809,0.6197877406871605
104,CUST00303,CUST00303,ACC89885,9373.62,transfer,online,2024-01-09T08:00:00+00:00,Transaction 104,ZW,15331.976666666664,20523.01,3,0.6113771370640839,0.45673709655649936
108,CUST00303,CUST00303,ACC42956,18522.31,withdraw,online,2024-01-09T08:00:00+00:00,Transaction 108,ZW,13842.387499999999,20523.01,4,1.3380863669652365,0.9025142998030018
145,CUST00303,CUST00303,ACC71884,5860.04,transfer,mobile,2024-01-11T10:00:00+00:00,Transaction 145,ZW,14778.372,20523.01,5,0.39652811554615086,0.2855351140013088
139,CUST00303,CUST00303,ACC33039,4873.48,deposit,atm,2024-01-14T17:00:00+00:00,Transaction 139,ZW,13291.983333333332,20523.01,6,0.36664806731877236,0.23746419263061314
106,CUST00303,CUST00303,ACC27082,9663.51,deposit,atm,2024-01-15T11:00:00+00:00,Transaction 106,SG,12089.339999999998,20523.01,7,0.7993414032527831,0.4708622175791953
115,CUST00303,CUST00303,ACC78755,11261.36,transfer,online,2024-01-15T11:00:00+00:00,Transaction 115,ZW,11786.11125,20523.01,8,0.9554771511256523,0.5487187308294447
150,CUST00303,CUST00303,ACC43224,7523.78,transfer,mobile,2024-01-22T00:00:00+00:00,Transaction 150,ZW,11727.805555555555,20523.01,9,0.6415334876042454,0.3666021699546022
138,CUST00303,CUST00303,ACC86465,8194.02,transfer,online,2024-01-22T01:00:00+00:00,Transaction 138,ZW,11307.403,20523.01,10,0.7246597649345301,0.39926014751247507
140,CUST00303,CUST00303,ACC88943,4972.05,transfer,card,2024-01-23T05:00:00+00:00,Transaction 140,ZW,11024.368181818181,20523.01,11,0.4510054379533604,0.24226709434922072
103,CUST00303,CUST00303,ACC94562,6557.93,withdraw,card,2024-01-23T09:00:00+00:00,Transaction 103,ZW,10520.008333333333,20523.01,12,0.623376882622875,0.3195403598205137
113,CUST00303,CUST00303,ACC21279,10750.36,deposit,branch,2024-01-23T10:00:00+00:00,Transaction 113,ZW,10215.233076923078,20523.01,13,1.0523851897501793,0.5238198490377387
120,CUST00303,CUST00303,ACC91264,9385.21,transfer,mobile,2024-01-23T10:00:00+00:00,Transaction 120,ZW,10253.45642857143,20523.01,14,0.9153215859822599,0.4573018285329491
127,CUST00303,CUST00303,ACC92179,5628.37,transfer,atm,2024-01-23T22:00:00+00:00,Transaction 127,ZW,10195.573333333334,20523.01,15,0.5520405587784503,0.27424680882580094
135,CUST00303,CUST00303,ACC66888,15360.64,transfer,mobile,2024-01-25T00:00:00+00:00,Transaction 135,ZW,9910.123125,20523.01,16,1.5499948695137933,0.7484594121427608
124,CUST00303,CUST00303,ACC17235,6529.87,transfer,online,2024-01-26T18:00:00+00:00,Transaction 124,ZW,10230.741764705881,20523.01,17,0.6382596834304638,0.31817311398279297
136,CUST00303,CUST00303,ACC28012,7657.03,transfer,mobile,2024-01-27T21:00:00+00:00,Transaction 136,ZW,10025.137777777776,20523.01,18,0.7637830192192427,0.373094882280913
123,CUST00303,CUST00303,ACC68190,100.0,deposit,mobile,2024-01-29T11:00:00+00:00,Transaction 123,ZW,9900.50052631579,20523.01,19,0.010100499437800886,0.004872579606987474
102,CUST00303,CUST00303,ACC96227,7233.61,deposit,card,2024-01-30T09:00:00+00:00,Transaction 102,ZW,9410.475499999999,20523.01,20,0.7686763543457502,0.35246340570900664
144,CUST00303,CUST00303,ACC41009,9281.05,transfer,online,2024-02-01T09:00:00+00:00,Transaction 144,ZW,9306.815238095236,20523.01,21,0.9972315730530705,0.45222654961431097
134,CUST00303,CUST00303,ACC48603,272.09,withdraw,branch,2024-02-02T20:00:00+00:00,Transaction 134,DE,9305.644090909089,20523.01,22,0.029239244198669852,0.013257801852652218
149,CUST00303,CUST00303,ACC82919,100.0,transfer,online,2024-02-03T12:00:00+00:00,Transaction 149,ZW,8912.880869565215,20523.01,23,0.011219716886542226,0.004872579606987474
141,CUST00303,CUST00303,ACC89143,6494.8,transfer,mobile,2024-02-03T22:00:00+00:00,Transaction 141,ZW,8545.6775,20523.01,24,0.7600099582508233,0.3164643003146225
118,CUST00303,CUST00303,ACC45019,13567.82,transfer,online,2024-02-04T00:00:00+00:00,Transaction 118,ZW,8463.6424,20523.01,25,1.6030710371222676,0.661102830432768
105,CUST00303,CUST00303,ACC39534,5733.84,withdraw,atm,2024-02-09T10:00:00+00:00,Transaction 105,ZW,8659.956923076923,20523.01,26,0.6621095290578813,0.2793859185372906
117,CUST00303,CUST00303,ACC38979,5928.89,transfer,mobile,2024-02-13T13:00:00+00:00,Transaction 117,ZW,8551.582222222221,20523.01,27,0.6933091264202701,0.28888988506071966
130,CUST00303,CUST00303,ACC33395,100.0,transfer,atm,2024-02-13T19:00:00+00:00,Transaction 130,ZW,8457.914642857144,20523.01,28,0.011823245353327341,0.004872579606987474
116,CUST00303,CUST00303,ACC54476,15370.4,withdraw,atm,2024-02-16T01:00:00+00:00,Transaction 116,ZW,8169.710689655173,20523.01,29,1.8813885318439292,0.7489349759124028
132,CUST00303,CUST00303,ACC69851,9094.8,transfer,online,2024-02-16T02:00:00+00:00,Transaction 132,ZW,8409.733666666667,20523.01,30,1.0814611211825533,0.4431513700962968
111,CUST00303,CUST00303,ACC41239,6808.45,transfer,online,2024-02-17T08:00:00+00:00,Transaction 111,ZW,8431.832580645161,20523.01,31,0.8074697801315989,0.3317471462519387
107,CUST00303,CUST00303,ACC84756,5029.72,withdraw,atm,2024-02-23T09:00:00+00:00,Transaction 107,ZW,8381.101875,20523.01,32,0.6001263407861869,0.2450771110085704
112,CUST00303,CUST00303,ACC33098,9662.94,withdraw,card,2024-02-23T09:00:00+00:00,Transaction 112,ZW,8279.544848484848,20523.01,33,1.1670858938300592,0.4708344438754355
129,CUST00303,CUST00303,ACC40394,2933.67,transfer,mobile,2024-02-24T04:00:00+00:00,Transaction 129,ZW,8320.23294117647,20523.01,34,0.35259469545394523,0.14294540615630943
143,CUST00303,CUST00303,ACC21479,4589.37,transfer,mobile,2024-02-26T21:00:00+00:00,Transaction 143,ZW,8166.331142857142,20523.01,35,0.5619867624415636,0.22362070670920106
121,CUST00303,CUST00303,ACC89898,10461.86,transfer,mobile,2024-02-27T00:00:00+00:00,Transaction 121,ZW,8066.97111111111,20523.01,36,1.2968758479363178,0.5097624568715798
131,CUST00303,CUST00303,ACC31156,16528.4,deposit,branch,2024-02-27T11:00:00+00:00,Transaction 131,ZW,8131.697837837836,20523.01,37,2.03258905207855,0.8053594477613178
148,CUST00303,CUST00303,ACC21100,8238.36,deposit,branch,2024-03-02T00:00:00+00:00,Transaction 148,ZW,8352.663684210525,20523.01,38,0.9863153014975811,0.4014206493102133
114,CUST00303,CUST00303,ACC72922,8571.03,deposit,mobile,2024-03-05T11:00:00+00:00,Transaction 114,ZW,8349.73282051282,20523.01,39,1.0265035042730373,0.41763025988877855
109,CUST00303,CUST00303,ACC37820,10055.03,deposit,online,2024-03-06T08:00:00+00:00,Transaction 109,ZW,8355.26525,20523.01,40,1.203436360084439,0.4899393412564727
101,CUST00303,CUST00303,ACC93174,18593.93,deposit,atm,2024-03-07T10:00:00+00:00,Transaction 101,ZW,8396.722926829269,20523.01,41,2.2144270046816175,0.9060040413175261
133,CUST00303,CUST00303,ACC20658,4518.81,withdraw,card,2024-03-07T15:00:00+00:00,Transaction 133,ZW,8639.513571428572,20523.01,42,0.523039863603432,0.2201826145385107
142,CUST00303,CUST00303,ACC62501,100.0,deposit,online,2024-03-10T10:00:00+00:00,Transaction 142,ZW,8543.683255813954,20523.01,43,0.011704553762798997,0.004872579606987474
147,CUST00303,CUST00303,ACC94027,4202.48,withdraw,mobile,2024-03-12T18:00:00+00:00,Transaction 147,ZW,8351.781363636364,20523.01,44,0.5031836702883037,0.20476918346772718
119,CUST00303,CUST00303,ACC99875,6506.46,transfer,atm,2024-03-17T18:00:00+00:00,Transaction 119,ZW,8259.574666666666,20523.01,45,0.7877475853881742,0.31703244309679723
128,CUST00303,CUST00303,ACC31884,3239.94,transfer,atm,2024-03-20T19:00:00+00:00,Transaction 128,US,8221.46347826087,20523.01,46,0.39408312261764883,0.15786865571862999
125,CUST00303,CUST00303,ACC93768,15748.4,transfer,mobile,2024-03-26T18:00:00+00:00,Transaction 125,ZW,8115.473617021276,20523.01,47,1.9405398554890911,0.7673533268268155
137,CUST00303,CUST00303,ACC72822,17180.68,transfer,atm,2024-03-27T17:00:00+00:00,Transaction 137,CH,8274.492916666666,20523.01,48,2.07634234182427,0.8371423100217756
